"season_contestant_id","contestant_id","episode_id","season_id","franchise_id","episode_num","contestant","outcome","detailed_outcome"
"F10S01C02","Q101","F10S01E01","F10S01","F10",1,"Be Be Zahara Benet","SAFE","SAFE"
"F10S01C02","Q101","F10S01E02","F10S01","F10",2,"Be Be Zahara Benet","SAFE","SAFE"
"F10S01C02","Q101","F10S01E03","F10S01","F10",3,"Be Be Zahara Benet","WIN","WIN"
"F10S01C02","Q101","F10S01E04","F10S01","F10",4,"Be Be Zahara Benet","HIGH","HIGH"
"F10S01C02","Q101","F10S01E05","F10S01","F10",5,"Be Be Zahara Benet","BTM","BTM2"
"F10S01C02","Q101","F10S01E06","F10S01","F10",6,"Be Be Zahara Benet","WIN","WIN"
"F10S01C02","Q101","F10S01E07","F10S01","F10",7,"Be Be Zahara Benet","RUN","RUN"
"F10S01C02","Q101","F10S01E08","F10S01","F10",8,"Be Be Zahara Benet","WIN","WINNER"
"F10S01C02","Q101","F10S01E09","F10S01","F10",9,"Be Be Zahara Benet","GUEST","GUEST"
"F10S01C04","Q103","F10S01E01","F10S01","F10",1,"Nina Flowers","WIN","WIN"
"F10S01C04","Q103","F10S01E02","F10S01","F10",2,"Nina Flowers","HIGH","HIGHTEAM"
"F10S01C04","Q103","F10S01E03","F10S01","F10",3,"Nina Flowers","HIGH","HIGH"
"F10S01C04","Q103","F10S01E04","F10S01","F10",4,"Nina Flowers","HIGH","HIGH"
"F10S01C04","Q103","F10S01E05","F10S01","F10",5,"Nina Flowers","SAFE","SAFE"
"F10S01C04","Q103","F10S01E06","F10S01","F10",6,"Nina Flowers","HIGH","HIGHMiniChall.Winner"
"F10S01C04","Q103","F10S01E07","F10S01","F10",7,"Nina Flowers","RUN","RUN"
"F10S01C04","Q103","F10S01E08","F10S01","F10",8,"Nina Flowers","RUNNERUP","RUNNERUP"
"F10S01C04","Q103","F10S01E09","F10S01","F10",9,"Nina Flowers","MISSCON","MISSCON"
"F10S01C06","Q105","F10S01E01","F10S01","F10",1,"Rebecca Glasscock","LOW","LOW"
"F10S01C06","Q105","F10S01E02","F10S01","F10",2,"Rebecca Glasscock","HIGH","HIGHTEAM"
"F10S01C06","Q105","F10S01E03","F10S01","F10",3,"Rebecca Glasscock","HIGH","HIGH"
"F10S01C06","Q105","F10S01E04","F10S01","F10",4,"Rebecca Glasscock","BTM","BTM2"
"F10S01C06","Q105","F10S01E05","F10S01","F10",5,"Rebecca Glasscock","WIN","WINMiniChall.Winner"
"F10S01C06","Q105","F10S01E06","F10S01","F10",6,"Rebecca Glasscock","BTM","BTM2"
"F10S01C06","Q105","F10S01E07","F10S01","F10",7,"Rebecca Glasscock","RUN","RUN"
"F10S01C06","Q105","F10S01E08","F10S01","F10",8,"Rebecca Glasscock","ELIM","ELIM"
"F10S01C06","Q105","F10S01E09","F10S01","F10",9,"Rebecca Glasscock","GUEST","GUEST"
"F10S01C07","Q106","F10S01E01","F10S01","F10",1,"Shannel","SAFE","SAFE"
"F10S01C07","Q106","F10S01E02","F10S01","F10",2,"Shannel","HIGH","HIGHTEAM"
"F10S01C07","Q106","F10S01E03","F10S01","F10",3,"Shannel","BTM","BTM2"
"F10S01C07","Q106","F10S01E04","F10S01","F10",4,"Shannel","LOW","LOW"
"F10S01C07","Q106","F10S01E05","F10S01","F10",5,"Shannel","HIGH","HIGH"
"F10S01C07","Q106","F10S01E06","F10S01","F10",6,"Shannel","ELIM","ELIM"
"F10S01C07","Q106","F10S01E09","F10S01","F10",9,"Shannel","GUEST","GUEST"
"F10S01C05","Q104","F10S01E01","F10S01","F10",1,"Ongina","HIGH","HIGH"
"F10S01C05","Q104","F10S01E02","F10S01","F10",2,"Ongina","WIN","WINTeamCaptain"
"F10S01C05","Q104","F10S01E03","F10S01","F10",3,"Ongina","HIGH","HIGH"
"F10S01C05","Q104","F10S01E04","F10S01","F10",4,"Ongina","WIN","WIN"
"F10S01C05","Q104","F10S01E05","F10S01","F10",5,"Ongina","ELIM","ELIM"
"F10S01C05","Q104","F10S01E09","F10S01","F10",9,"Ongina","GUEST","GUEST"
"F10S01C03","Q102","F10S01E01","F10S01","F10",1,"Jade","SAFE","SAFE"
"F10S01C03","Q102","F10S01E02","F10S01","F10",2,"Jade","SAFE","SAFE"
"F10S01C03","Q102","F10S01E03","F10S01","F10",3,"Jade","LOW","LOW"
"F10S01C03","Q102","F10S01E04","F10S01","F10",4,"Jade","ELIM","ELIMMiniChall.Winner"
"F10S01C03","Q102","F10S01E09","F10S01","F10",9,"Jade","GUEST","GUEST"
"F10S01C01","Q100","F10S01E01","F10S01","F10",1,"Akashia","BTM","BTM2"
"F10S01C01","Q100","F10S01E02","F10S01","F10",2,"Akashia","BTM","BTM2TeamCaptain"
"F10S01C01","Q100","F10S01E03","F10S01","F10",3,"Akashia","ELIM","ELIM"
"F10S01C01","Q100","F10S01E09","F10S01","F10",9,"Akashia","GUEST","GUEST"
"F10S01C08","Q107","F10S01E01","F10S01","F10",1,"Tammie Brown","SAFE","SAFE"
"F10S01C08","Q107","F10S01E02","F10S01","F10",2,"Tammie Brown","ELIM","ELIM"
"F10S01C08","Q107","F10S01E09","F10S01","F10",9,"Tammie Brown","GUEST","GUEST"
"F10S01C09","Q108","F10S01E01","F10S01","F10",1,"Victoria ""Porkchop"" Parker","ELIM","ELIM"
"F10S01C09","Q108","F10S01E09","F10S01","F10",9,"Victoria ""Porkchop"" Parker","GUEST","GUEST"
"F10S02C12","Q120","F10S02E01","F10S02","F10",1,"Tyra Sanchez","HIGH","HIGH"
"F10S02C12","Q120","F10S02E02","F10S02","F10",2,"Tyra Sanchez","HIGH","HIGHTEAM"
"F10S02C12","Q120","F10S02E03","F10S02","F10",3,"Tyra Sanchez","WIN","WIN"
"F10S02C12","Q120","F10S02E04","F10S02","F10",4,"Tyra Sanchez","SAFE","SAFE"
"F10S02C12","Q120","F10S02E05","F10S02","F10",5,"Tyra Sanchez","WIN","WIN"
"F10S02C12","Q120","F10S02E06","F10S02","F10",6,"Tyra Sanchez","LOW","LOW"
"F10S02C12","Q120","F10S02E07","F10S02","F10",7,"Tyra Sanchez","HIGH","HIGH"
"F10S02C12","Q120","F10S02E08","F10S02","F10",8,"Tyra Sanchez","HIGH","HIGH"
"F10S02C12","Q120","F10S02E09","F10S02","F10",9,"Tyra Sanchez","WIN","WINMiniChall.Winner"
"F10S02C12","Q120","F10S02E10","F10S02","F10",10,"Tyra Sanchez","RUN","RUN"
"F10S02C12","Q120","F10S02E11","F10S02","F10",11,"Tyra Sanchez","WIN","WINNER"
"F10S02C12","Q120","F10S02E12","F10S02","F10",12,"Tyra Sanchez","GUEST","GUEST"
"F10S02C07","Q116","F10S02E01","F10S02","F10",1,"Raven","SAFE","SAFEMiniChall.Winner"
"F10S02C07","Q116","F10S02E02","F10S02","F10",2,"Raven","BTM","BTM2"
"F10S02C07","Q116","F10S02E03","F10S02","F10",3,"Raven","BTM","BTM2"
"F10S02C07","Q116","F10S02E04","F10S02","F10",4,"Raven","SAFE","SAFEMiniChall.Winner"
"F10S02C07","Q116","F10S02E05","F10S02","F10",5,"Raven","HIGH","HIGHMiniChall.Winner"
"F10S02C07","Q116","F10S02E06","F10S02","F10",6,"Raven","HIGH","HIGH"
"F10S02C07","Q116","F10S02E07","F10S02","F10",7,"Raven","WIN","WIN"
"F10S02C07","Q116","F10S02E08","F10S02","F10",8,"Raven","WIN","WIN"
"F10S02C07","Q116","F10S02E09","F10S02","F10",9,"Raven","HIGH","HIGH"
"F10S02C07","Q116","F10S02E10","F10S02","F10",10,"Raven","RUN","RUN"
"F10S02C07","Q116","F10S02E11","F10S02","F10",11,"Raven","RUNNERUP","RUNNERUP"
"F10S02C07","Q116","F10S02E12","F10S02","F10",12,"Raven","GUEST","GUEST"
"F10S02C02","Q110","F10S02E01","F10S02","F10",1,"Jujubee","SAFE","SAFE"
"F10S02C02","Q110","F10S02E02","F10S02","F10",2,"Jujubee","HIGH","HIGHTEAM"
"F10S02C02","Q110","F10S02E03","F10S02","F10",3,"Jujubee","SAFE","SAFE"
"F10S02C02","Q110","F10S02E04","F10S02","F10",4,"Jujubee","LOW","LOW"
"F10S02C02","Q110","F10S02E05","F10S02","F10",5,"Jujubee","HIGH","HIGH"
"F10S02C02","Q110","F10S02E06","F10S02","F10",6,"Jujubee","BTM","BTM2"
"F10S02C02","Q110","F10S02E07","F10S02","F10",7,"Jujubee","HIGH","HIGHMiniChall.Winner"
"F10S02C02","Q110","F10S02E08","F10S02","F10",8,"Jujubee","BTM","BTM2"
"F10S02C02","Q110","F10S02E09","F10S02","F10",9,"Jujubee","BTM","BTM2"
"F10S02C02","Q110","F10S02E10","F10S02","F10",10,"Jujubee","RUN","RUN"
"F10S02C02","Q110","F10S02E11","F10S02","F10",11,"Jujubee","ELIM","ELIM"
"F10S02C02","Q110","F10S02E12","F10S02","F10",12,"Jujubee","GUEST","GUEST"
"F10S02C11","Q119","F10S02E01","F10S02","F10",1,"Tatianna","SAFE","SAFE"
"F10S02C11","Q119","F10S02E02","F10S02","F10",2,"Tatianna","SAFE","SAFE"
"F10S02C11","Q119","F10S02E03","F10S02","F10",3,"Tatianna","SAFE","SAFE"
"F10S02C11","Q119","F10S02E04","F10S02","F10",4,"Tatianna","WIN","WIN"
"F10S02C11","Q119","F10S02E05","F10S02","F10",5,"Tatianna","LOW","LOW"
"F10S02C11","Q119","F10S02E06","F10S02","F10",6,"Tatianna","SAFE","SAFE"
"F10S02C11","Q119","F10S02E07","F10S02","F10",7,"Tatianna","BTM","BTM2"
"F10S02C11","Q119","F10S02E08","F10S02","F10",8,"Tatianna","HIGH","HIGHMiniChall.Winner"
"F10S02C11","Q119","F10S02E09","F10S02","F10",9,"Tatianna","ELIM","ELIM"
"F10S02C11","Q119","F10S02E12","F10S02","F10",12,"Tatianna","GUEST","GUEST"
"F10S02C06","Q115","F10S02E01","F10S02","F10",1,"Pandora Boxx","HIGH","HIGH"
"F10S02C06","Q115","F10S02E02","F10S02","F10",2,"Pandora Boxx","SAFE","SAFETeamCaptain"
"F10S02C06","Q115","F10S02E03","F10S02","F10",3,"Pandora Boxx","HIGH","HIGH"
"F10S02C06","Q115","F10S02E04","F10S02","F10",4,"Pandora Boxx","HIGH","HIGH"
"F10S02C06","Q115","F10S02E05","F10S02","F10",5,"Pandora Boxx","SAFE","SAFE"
"F10S02C06","Q115","F10S02E06","F10S02","F10",6,"Pandora Boxx","HIGH","HIGHMiniChall.Winner"
"F10S02C06","Q115","F10S02E07","F10S02","F10",7,"Pandora Boxx","LOW","LOW"
"F10S02C06","Q115","F10S02E08","F10S02","F10",8,"Pandora Boxx","ELIM","ELIM"
"F10S02C06","Q115","F10S02E12","F10S02","F10",12,"Pandora Boxx","MISSCON","MISSCON"
"F10S02C01","Q109","F10S02E01","F10S02","F10",1,"Jessica Wild","SAFE","SAFE"
"F10S02C01","Q109","F10S02E02","F10S02","F10",2,"Jessica Wild","HIGH","HIGHTEAM"
"F10S02C01","Q109","F10S02E03","F10S02","F10",3,"Jessica Wild","HIGH","HIGH"
"F10S02C01","Q109","F10S02E04","F10S02","F10",4,"Jessica Wild","SAFE","SAFE"
"F10S02C01","Q109","F10S02E05","F10S02","F10",5,"Jessica Wild","HIGH","HIGH"
"F10S02C01","Q109","F10S02E06","F10S02","F10",6,"Jessica Wild","WIN","WIN"
"F10S02C01","Q109","F10S02E07","F10S02","F10",7,"Jessica Wild","ELIM","ELIM"
"F10S02C01","Q109","F10S02E12","F10S02","F10",12,"Jessica Wild","GUEST","GUEST"
"F10S02C08","Q117","F10S02E01","F10S02","F10",1,"Sahara Davenport","BTM","BTM2"
"F10S02C08","Q117","F10S02E02","F10S02","F10",2,"Sahara Davenport","WIN","WINTeamCaptain"
"F10S02C08","Q117","F10S02E03","F10S02","F10",3,"Sahara Davenport","SAFE","SAFE"
"F10S02C08","Q117","F10S02E04","F10S02","F10",4,"Sahara Davenport","SAFE","SAFE"
"F10S02C08","Q117","F10S02E05","F10S02","F10",5,"Sahara Davenport","BTM","BTM2"
"F10S02C08","Q117","F10S02E06","F10S02","F10",6,"Sahara Davenport","ELIM","ELIM"
"F10S02C08","Q117","F10S02E12","F10S02","F10",12,"Sahara Davenport","GUEST","GUEST"
"F10S02C03","Q112","F10S02E01","F10S02","F10",1,"Morgan Mc Michaels","WIN","WIN"
"F10S02C03","Q112","F10S02E02","F10S02","F10",2,"Morgan Mc Michaels","SAFE","SAFE"
"F10S02C03","Q112","F10S02E03","F10S02","F10",3,"Morgan Mc Michaels","SAFE","SAFETeamCaptain"
"F10S02C03","Q112","F10S02E04","F10S02","F10",4,"Morgan Mc Michaels","BTM","BTM2"
"F10S02C03","Q112","F10S02E05","F10S02","F10",5,"Morgan Mc Michaels","ELIM","ELIM"
"F10S02C03","Q112","F10S02E12","F10S02","F10",12,"Morgan Mc Michaels","GUEST","GUEST"
"F10S02C10","Q111","F10S02E01","F10S02","F10",1,"Sonique","SAFE","SAFE"
"F10S02C10","Q111","F10S02E02","F10S02","F10",2,"Sonique","LOW","LOW"
"F10S02C10","Q111","F10S02E03","F10S02","F10",3,"Sonique","SAFE","SAFE"
"F10S02C10","Q111","F10S02E04","F10S02","F10",4,"Sonique","ELIM","ELIM"
"F10S02C10","Q111","F10S02E12","F10S02","F10",12,"Sonique","GUEST","GUEST"
"F10S02C04","Q113","F10S02E01","F10S02","F10",1,"Mystique Summers Madison","LOW","LOW"
"F10S02C04","Q113","F10S02E02","F10S02","F10",2,"Mystique Summers Madison","HIGH","HIGHTEAM"
"F10S02C04","Q113","F10S02E03","F10S02","F10",3,"Mystique Summers Madison","ELIM","ELIMTeamCaptain"
"F10S02C04","Q113","F10S02E12","F10S02","F10",12,"Mystique Summers Madison","GUEST","GUEST"
"F10S02C05","Q114","F10S02E01","F10S02","F10",1,"Nicole Paige Brooks","SAFE","SAFE"
"F10S02C05","Q114","F10S02E02","F10S02","F10",2,"Nicole Paige Brooks","ELIM","ELIM"
"F10S02C05","Q114","F10S02E12","F10S02","F10",12,"Nicole Paige Brooks","GUEST","GUEST"
"F10S02C09","Q118","F10S02E01","F10S02","F10",1,"Shangela Laquifa Wadley","ELIM","ELIM"
"F10S02C09","Q118","F10S02E12","F10S02","F10",12,"Shangela Laquifa Wadley","GUEST","GUEST"
"F10S03C09","Q129","F10S03E01","F10S03","F10",1,"Raja","IN","IN"
"F10S03C09","Q129","F10S03E02","F10S03","F10",2,"Raja","WIN","WINMiniChall.Winner"
"F10S03C09","Q129","F10S03E03","F10S03","F10",3,"Raja","SAFE","SAFE"
"F10S03C09","Q129","F10S03E04","F10S03","F10",4,"Raja","SAFE","SAFE"
"F10S03C09","Q129","F10S03E05","F10S03","F10",5,"Raja","SAFE","SAFE"
"F10S03C09","Q129","F10S03E06","F10S03","F10",6,"Raja","HIGH","HIGH"
"F10S03C09","Q129","F10S03E07","F10S03","F10",7,"Raja","WIN","WIN"
"F10S03C09","Q129","F10S03E08","F10S03","F10",8,"Raja","HIGH","HIGH"
"F10S03C09","Q129","F10S03E09","F10S03","F10",9,"Raja","LOW","LOW"
"F10S03C09","Q129","F10S03E10","F10S03","F10",10,"Raja","WIN","WIN"
"F10S03C09","Q129","F10S03E11","F10S03","F10",11,"Raja","HIGH","HIGHMiniChall.Winner"
"F10S03C09","Q129","F10S03E12","F10S03","F10",12,"Raja","BTM","BTM2"
"F10S03C09","Q129","F10S03E13","F10S03","F10",13,"Raja","HIGH","HIGH"
"F10S03C09","Q129","F10S03E14","F10S03","F10",14,"Raja","RUN","RUN"
"F10S03C09","Q129","F10S03E15","F10S03","F10",15,"Raja","WIN","WINNER"
"F10S03C09","Q129","F10S03E16","F10S03","F10",16,"Raja","GUEST","GUEST"
"F10S03C05","Q125","F10S03E01","F10S03","F10",1,"Manila Luzon","IN","IN"
"F10S03C05","Q125","F10S03E02","F10S03","F10",2,"Manila Luzon","HIGH","HIGH"
"F10S03C05","Q125","F10S03E03","F10S03","F10",3,"Manila Luzon","SAFE","SAFE"
"F10S03C05","Q125","F10S03E04","F10S03","F10",4,"Manila Luzon","SAFE","SAFETeamCaptain"
"F10S03C05","Q125","F10S03E05","F10S03","F10",5,"Manila Luzon","WIN","WIN"
"F10S03C05","Q125","F10S03E06","F10S03","F10",6,"Manila Luzon","SAFE","SAFE"
"F10S03C05","Q125","F10S03E07","F10S03","F10",7,"Manila Luzon","HIGH","HIGH"
"F10S03C05","Q125","F10S03E08","F10S03","F10",8,"Manila Luzon","BTM","BTM2"
"F10S03C05","Q125","F10S03E09","F10S03","F10",9,"Manila Luzon","LOW","LOWMiniChall.Winner"
"F10S03C05","Q125","F10S03E10","F10S03","F10",10,"Manila Luzon","HIGH","HIGHMiniChall.Winner"
"F10S03C05","Q125","F10S03E11","F10S03","F10",11,"Manila Luzon","HIGH","HIGH"
"F10S03C05","Q125","F10S03E12","F10S03","F10",12,"Manila Luzon","WIN","WIN"
"F10S03C05","Q125","F10S03E13","F10S03","F10",13,"Manila Luzon","WIN","WIN"
"F10S03C05","Q125","F10S03E14","F10S03","F10",14,"Manila Luzon","RUN","RUN"
"F10S03C05","Q125","F10S03E15","F10S03","F10",15,"Manila Luzon","RUNNERUP","RUNNERUP"
"F10S03C05","Q125","F10S03E16","F10S03","F10",16,"Manila Luzon","GUEST","GUEST"
"F10S03C01","Q121","F10S03E01","F10S03","F10",1,"Alexis Mateo","IN","IN"
"F10S03C01","Q121","F10S03E02","F10S03","F10",2,"Alexis Mateo","SAFE","SAFE"
"F10S03C01","Q121","F10S03E03","F10S03","F10",3,"Alexis Mateo","WIN","WIN"
"F10S03C01","Q121","F10S03E04","F10S03","F10",4,"Alexis Mateo","WIN","WIN"
"F10S03C01","Q121","F10S03E05","F10S03","F10",5,"Alexis Mateo","SAFE","SAFE"
"F10S03C01","Q121","F10S03E06","F10S03","F10",6,"Alexis Mateo","HIGH","HIGH"
"F10S03C01","Q121","F10S03E07","F10S03","F10",7,"Alexis Mateo","BTM","BTM2"
"F10S03C01","Q121","F10S03E08","F10S03","F10",8,"Alexis Mateo","LOW","LOW"
"F10S03C01","Q121","F10S03E09","F10S03","F10",9,"Alexis Mateo","WIN","WIN"
"F10S03C01","Q121","F10S03E10","F10S03","F10",10,"Alexis Mateo","LOW","LOW"
"F10S03C01","Q121","F10S03E11","F10S03","F10",11,"Alexis Mateo","BTM","BTM2"
"F10S03C01","Q121","F10S03E12","F10S03","F10",12,"Alexis Mateo","HIGH","HIGHMiniChall.Winner"
"F10S03C01","Q121","F10S03E13","F10S03","F10",13,"Alexis Mateo","BTM","BTM2"
"F10S03C01","Q121","F10S03E14","F10S03","F10",14,"Alexis Mateo","RUN","RUN"
"F10S03C01","Q121","F10S03E15","F10S03","F10",15,"Alexis Mateo","ELIM","ELIM"
"F10S03C01","Q121","F10S03E16","F10S03","F10",16,"Alexis Mateo","GUEST","GUEST"
"F10S03C13","Q132","F10S03E01","F10S03","F10",1,"Yara Sofia","IN","IN"
"F10S03C13","Q132","F10S03E02","F10S03","F10",2,"Yara Sofia","SAFE","SAFE"
"F10S03C13","Q132","F10S03E03","F10S03","F10",3,"Yara Sofia","HIGH","HIGHTEAM"
"F10S03C13","Q132","F10S03E04","F10S03","F10",4,"Yara Sofia","HIGH","HIGH"
"F10S03C13","Q132","F10S03E05","F10S03","F10",5,"Yara Sofia","SAFE","SAFE"
"F10S03C13","Q132","F10S03E06","F10S03","F10",6,"Yara Sofia","LOW","LOW"
"F10S03C13","Q132","F10S03E07","F10S03","F10",7,"Yara Sofia","HIGH","HIGH"
"F10S03C13","Q132","F10S03E08","F10S03","F10",8,"Yara Sofia","HIGH","HIGH"
"F10S03C13","Q132","F10S03E09","F10S03","F10",9,"Yara Sofia","BTM","BTM2"
"F10S03C13","Q132","F10S03E10","F10S03","F10",10,"Yara Sofia","HIGH","HIGH"
"F10S03C13","Q132","F10S03E11","F10S03","F10",11,"Yara Sofia","WIN","WIN"
"F10S03C13","Q132","F10S03E12","F10S03","F10",12,"Yara Sofia","HIGH","HIGH"
"F10S03C13","Q132","F10S03E13","F10S03","F10",13,"Yara Sofia","ELIM","ELIMMiniChall.Winner"
"F10S03C13","Q132","F10S03E16","F10S03","F10",16,"Yara Sofia","MISSCON","MISSCON"
"F10S03C02","Q122","F10S03E01","F10S03","F10",1,"Carmen Carrera","IN","IN"
"F10S03C02","Q122","F10S03E02","F10S03","F10",2,"Carmen Carrera","LOW","LOW"
"F10S03C02","Q122","F10S03E03","F10S03","F10",3,"Carmen Carrera","LOW","LOW"
"F10S03C02","Q122","F10S03E04","F10S03","F10",4,"Carmen Carrera","SAFE","SAFETeamCaptain"
"F10S03C02","Q122","F10S03E05","F10S03","F10",5,"Carmen Carrera","SAFE","SAFETeamCaptain"
"F10S03C02","Q122","F10S03E06","F10S03","F10",6,"Carmen Carrera","SAFE","SAFE"
"F10S03C02","Q122","F10S03E07","F10S03","F10",7,"Carmen Carrera","LOW","LOWMiniChall.Winner"
"F10S03C02","Q122","F10S03E08","F10S03","F10",8,"Carmen Carrera","HIGH","HIGH"
"F10S03C02","Q122","F10S03E09","F10S03","F10",9,"Carmen Carrera","BTM","BTM2"
"F10S03C02","Q122","F10S03E10","F10S03","F10",10,"Carmen Carrera","ELIM","ELIM"
"F10S03C02","Q122","F10S03E12","F10S03","F10",12,"Carmen Carrera","ELIM","RTRN+ELIM"
"F10S03C02","Q122","F10S03E16","F10S03","F10",16,"Carmen Carrera","GUEST","GUEST"
"F10S03C10","Q118","F10S03E02","F10S03","F10",2,"Shangela","BTM","BTM2"
"F10S03C10","Q118","F10S03E03","F10S03","F10",3,"Shangela","WIN","WIN"
"F10S03C10","Q118","F10S03E04","F10S03","F10",4,"Shangela","SAFE","SAFE"
"F10S03C10","Q118","F10S03E05","F10S03","F10",5,"Shangela","HIGH","HIGH"
"F10S03C10","Q118","F10S03E06","F10S03","F10",6,"Shangela","SAFE","SAFE"
"F10S03C10","Q118","F10S03E07","F10S03","F10",7,"Shangela","LOW","LOW"
"F10S03C10","Q118","F10S03E08","F10S03","F10",8,"Shangela","WIN","WINMiniChall.Winner"
"F10S03C10","Q118","F10S03E09","F10S03","F10",9,"Shangela","HIGH","HIGH"
"F10S03C10","Q118","F10S03E10","F10S03","F10",10,"Shangela","BTM","BTM2"
"F10S03C10","Q118","F10S03E11","F10S03","F10",11,"Shangela","ELIM","ELIM"
"F10S03C10","Q118","F10S03E16","F10S03","F10",16,"Shangela","GUEST","GUEST"
"F10S03C03","Q123","F10S03E01","F10S03","F10",1,"Delta Work","OPEN CALL","OPEN CALL"
"F10S03C03","Q123","F10S03E02","F10S03","F10",2,"Delta Work","SAFE","SAFE"
"F10S03C03","Q123","F10S03E03","F10S03","F10",3,"Delta Work","BTM","BTM2"
"F10S03C03","Q123","F10S03E04","F10S03","F10",4,"Delta Work","SAFE","SAFE"
"F10S03C03","Q123","F10S03E05","F10S03","F10",5,"Delta Work","SAFE","SAFE"
"F10S03C03","Q123","F10S03E06","F10S03","F10",6,"Delta Work","BTM","BTM2MiniChall.Winner"
"F10S03C03","Q123","F10S03E07","F10S03","F10",7,"Delta Work","HIGH","HIGH"
"F10S03C03","Q123","F10S03E08","F10S03","F10",8,"Delta Work","ELIM","ELIM"
"F10S03C03","Q123","F10S03E16","F10S03","F10",16,"Delta Work","GUEST","GUEST"
"F10S03C11","Q130","F10S03E01","F10S03","F10",1,"Stacy Layne Matthews","IN","IN"
"F10S03C11","Q130","F10S03E02","F10S03","F10",2,"Stacy Layne Matthews","SAFE","SAFE"
"F10S03C11","Q130","F10S03E03","F10S03","F10",3,"Stacy Layne Matthews","HIGH","HIGHTEAM"
"F10S03C11","Q130","F10S03E04","F10S03","F10",4,"Stacy Layne Matthews","HIGH","HIGH"
"F10S03C11","Q130","F10S03E05","F10S03","F10",5,"Stacy Layne Matthews","BTM","BTM2TeamCaptain"
"F10S03C11","Q130","F10S03E06","F10S03","F10",6,"Stacy Layne Matthews","WIN","WIN"
"F10S03C11","Q130","F10S03E07","F10S03","F10",7,"Stacy Layne Matthews","ELIM","ELIM"
"F10S03C11","Q130","F10S03E16","F10S03","F10",16,"Stacy Layne Matthews","GUEST","GUEST"
"F10S03C06","Q126","F10S03E01","F10S03","F10",1,"Mariah","IN","IN"
"F10S03C06","Q126","F10S03E02","F10S03","F10",2,"Mariah","SAFE","SAFE"
"F10S03C06","Q126","F10S03E03","F10S03","F10",3,"Mariah","HIGH","HIGHTEAMTeamCaptain"
"F10S03C06","Q126","F10S03E04","F10S03","F10",4,"Mariah","LOW","LOW"
"F10S03C06","Q126","F10S03E05","F10S03","F10",5,"Mariah","LOW","LOW"
"F10S03C06","Q126","F10S03E06","F10S03","F10",6,"Mariah","ELIM","ELIM"
"F10S03C06","Q126","F10S03E16","F10S03","F10",16,"Mariah","GUEST","GUEST"
"F10S03C04","Q124","F10S03E01","F10S03","F10",1,"India Ferrah","IN","IN"
"F10S03C04","Q124","F10S03E02","F10S03","F10",2,"India Ferrah","SAFE","SAFE"
"F10S03C04","Q124","F10S03E03","F10S03","F10",3,"India Ferrah","SAFE","SAFE"
"F10S03C04","Q124","F10S03E04","F10S03","F10",4,"India Ferrah","BTM","BTM2"
"F10S03C04","Q124","F10S03E05","F10S03","F10",5,"India Ferrah","ELIM","ELIM"
"F10S03C04","Q124","F10S03E16","F10S03","F10",16,"India Ferrah","GUEST","GUEST"
"F10S03C07","Q127","F10S03E01","F10S03","F10",1,"Mimi Imfurst","IN","IN"
"F10S03C07","Q127","F10S03E02","F10S03","F10",2,"Mimi Imfurst","HIGH","HIGH"
"F10S03C07","Q127","F10S03E03","F10S03","F10",3,"Mimi Imfurst","HIGH","HIGHTEAM"
"F10S03C07","Q127","F10S03E04","F10S03","F10",4,"Mimi Imfurst","ELIM","ELIM"
"F10S03C07","Q127","F10S03E16","F10S03","F10",16,"Mimi Imfurst","GUEST","GUEST"
"F10S03C08","Q128","F10S03E01","F10S03","F10",1,"Phoenix","IN","IN"
"F10S03C08","Q128","F10S03E02","F10S03","F10",2,"Phoenix","SAFE","SAFE"
"F10S03C08","Q128","F10S03E03","F10S03","F10",3,"Phoenix","ELIM","ELIMTeamCaptain"
"F10S03C08","Q128","F10S03E16","F10S03","F10",16,"Phoenix","GUEST","GUEST"
"F10S03C12","Q131","F10S03E01","F10S03","F10",1,"Venus D-Lite","OPEN CALL","OPEN CALL"
"F10S03C12","Q131","F10S03E02","F10S03","F10",2,"Venus D-Lite","ELIM","ELIM"
"F10S03C12","Q131","F10S03E16","F10S03","F10",16,"Venus D-Lite","GUEST","GUEST"
"F10S04C11","Q143","F10S04E01","F10S04","F10",1,"Sharon Needles","WIN","WIN"
"F10S04C11","Q143","F10S04E02","F10S04","F10",2,"Sharon Needles","HIGH","HIGHTEAM"
"F10S04C11","Q143","F10S04E03","F10S04","F10",3,"Sharon Needles","WIN","WIN"
"F10S04C11","Q143","F10S04E04","F10S04","F10",4,"Sharon Needles","SAFE","SAFE"
"F10S04C11","Q143","F10S04E05","F10S04","F10",5,"Sharon Needles","HIGH","HIGH"
"F10S04C11","Q143","F10S04E06","F10S04","F10",6,"Sharon Needles","SAFE","SAFE"
"F10S04C11","Q143","F10S04E07","F10S04","F10",7,"Sharon Needles","HIGH","HIGH"
"F10S04C11","Q143","F10S04E08","F10S04","F10",8,"Sharon Needles","BTM","BTM2"
"F10S04C11","Q143","F10S04E09","F10S04","F10",9,"Sharon Needles","WIN","WIN"
"F10S04C11","Q143","F10S04E10","F10S04","F10",10,"Sharon Needles","LOW","LOW"
"F10S04C11","Q143","F10S04E11","F10S04","F10",11,"Sharon Needles","WIN","WIN"
"F10S04C11","Q143","F10S04E12","F10S04","F10",12,"Sharon Needles","RUN","RUN"
