"song_id","song","artist","spotify_track_id","spotify_artist_id","spotify_song","spotify_artist","album","track_url","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"S398","Moving on Up","M People","6vGW3d8X48CBaLdU0PQbey","3lcbKPLl0ci2mKRdcP5Etf","Moving on Up","M People","The Best Of M People","https://open.spotify.com/track/6vGW3d8X48CBaLdU0PQbey",0.899,0.857,0,-6.128,0,0.037,0.0499,0.0299,0.112,0.961,125.072,215533,4
"S399","I've Got the Music in Me","The Kiki Dee Band","56Hj2uB2lrzgVNXw43UndV","4Z6WehLCUZYmz0RJL8CXCw","I've Got the Music in Me (In the Style of Kiki Dee Band) - Karaoke Version","ProSource Karaoke","I've Got the Music in Me (In the Style of Kiki Dee Band) [Karaoke Version] - Single","https://open.spotify.com/track/56Hj2uB2lrzgVNXw43UndV",0.565,0.542,7,-7.722,1,0.0299,0.165,0.0411,0.644,0.399,121.494,307866,4
"S400","Who Do You Think You Are","Spice Girls","1jI1aLmm5HTwiMtvsbwDJw","0uq5PttqEjj3IH1bzwcrXF","Who Do You Think You Are","Spice Girls","Spice","https://open.spotify.com/track/1jI1aLmm5HTwiMtvsbwDJw",0.727,0.83,6,-6.658,0,0.0376,0.0226,0.00356,0.73,0.899,118.002,240707,4
"S401","Big Spender","Shirley Bassey","3wFxvVpzsOJ4Ag54i2Nr5A","090VebphoycdEyH165iMqc","Big Spender","Shirley Bassey","Diamonds: The Best of Shirley Bassey","https://open.spotify.com/track/3wFxvVpzsOJ4Ag54i2Nr5A",0.711,0.375,7,-9.149,1,0.0981,0.721,0,0.082,0.619,126.243,110267,4
"S402","Shout","Lulu and The Luvvers","0fRtV3nteuYNhpYrOEWKaD","4N3yBX8wmW8uAXW7MdXwdb","Shout","Lulu And The Luvvers","Something To Shout About","https://open.spotify.com/track/0fRtV3nteuYNhpYrOEWKaD",0.465,0.728,9,-11.116,1,0.0377,0.534,0.000252,0.37,0.87,143.744,173827,4
"S403","Scandalous","(Mis-Teeq","3stnrhzN0lzZFskbaZ5sEw","6csA2rxNLkQJXeEa7lyGXn","Scandalous - U.S. Radio Edit","Mis-Teeq","Mis-Teeq","https://open.spotify.com/track/3stnrhzN0lzZFskbaZ5sEw",0.734,0.668,0,-3.935,0,0.0349,0.0526,0,0.0925,0.651,99.971,238840,4
"S404","Something New","Girls Aloud","31a7zOMhffLZ0i2vbHSTeH","12EtLdLfJ41vUOoVzPZIUy","Something New","Girls Aloud","Ten","https://open.spotify.com/track/31a7zOMhffLZ0i2vbHSTeH",0.626,0.915,6,-3.123,0,0.0825,0.011,0,0.108,0.763,119.993,201042,4
"S405","Hallucinate","Dua Lipa","1nYeVF5vIBxMxfPoL0SIWg","6M2wZ9GZgrQXHCFfjv46we","Hallucinate","Dua Lipa","Future Nostalgia","https://open.spotify.com/track/1nYeVF5vIBxMxfPoL0SIWg",0.627,0.69,10,-5.396,0,0.139,0.033,0,0.0742,0.627,122.053,208505,4
"S305","I Really Like You","Carly Rae Jepsen","2hHLbkatPwOOmrNxTiD41L","6sFIWsNpZYqfjUpaCgueju","I Really Like You","Carly Rae Jepsen","Emotion (Deluxe Expanded Edition)","https://open.spotify.com/track/2hHLbkatPwOOmrNxTiD41L",0.62,0.805,5,-5.538,1,0.0417,0.00564,9.15e-05,0.285,0.586,122.062,204764,4
"S318","You're a Superstar","Love Inc.","0F7HW6u4LdXDxuCJynN9bF","3l92Uh3rqMSv8blPDWNTZx","You're a Superstar - Radio Edit","Love Inc.","00s Party Mixtape","https://open.spotify.com/track/0F7HW6u4LdXDxuCJynN9bF",0.727,0.783,1,-9.971,1,0.0325,0.371,0.0166,0.11,0.649,135.022,210613,4
"S307","If You Could Read My Mind","Ultra Naté, Amber, Jocelyn Enriquez","4l4s3IARxPjby8OOaRrFbg","1cK2Abwkni7m51wJCSGllN","If You Could Read My Mind","Ultra Naté","If You Could Read My Mind","https://open.spotify.com/track/4l4s3IARxPjby8OOaRrFbg",0.61,0.88,3,-7.407,1,0.0741,0.0399,0,0.284,0.39,126.981,206773,4
"S309","Absolutely Not (Chanel Club Mix)","Deborah Cox","2Qo9jlq1X3luf3ueow7ZGR","601893mmW5hl1FBOykWZHG","Absolutely Not - Chanel Club Extended Mix Edit","Deborah Cox","The Morning After","https://open.spotify.com/track/2Qo9jlq1X3luf3ueow7ZGR",0.738,0.908,1,-4.899,0,0.0425,0.0129,5.8e-05,0.153,0.762,130.012,246400,4
"S311","Girlfriend","Avril Lavigne","45hOioMDJktr86iKDHC8gr","0p4nmQO2msCgU4IF37Wi3j","Girlfriend","Avril Lavigne","The Best Damn Thing (Expanded Edition)","https://open.spotify.com/track/45hOioMDJktr86iKDHC8gr",0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,216600,4
"S313","I Drove All Night","Céline Dion","3zN4OLeBAN7LwAr442bB8E","4S9EykWXhStSc15wEx8QFK","I Drove All Night","Céline Dion","One Heart","https://open.spotify.com/track/3zN4OLeBAN7LwAr442bB8E",0.566,0.912,11,-4.198,1,0.0629,0.00051,0,0.215,0.644,134.994,240600,4
"S314","Scars to Your Beautiful","Alessia Cara","0wI7QkCcs8FUQE1OkXUIqd","2wUjUUtkb5lvLKcGKsKqsR","Scars To Your Beautiful","Alessia Cara","Know-It-All","https://open.spotify.com/track/0wI7QkCcs8FUQE1OkXUIqd",0.573,0.739,0,-5.74,1,0.129,0.0285,0,0.111,0.451,97.085,230240,4
"S315","Hello","Allie X","5s1VKglR9uPZL6H3VVNK9P","0wnYgCeP013HkKoOyC5V32","Hello","Allie X","Collxtion I","https://open.spotify.com/track/5s1VKglR9uPZL6H3VVNK9P",0.63,0.815,9,-2.752,1,0.0351,0.0128,1.19e-05,0.114,0.515,140.002,228299,4
"S316","You Oughta Know","Alanis Morissette","3jS7bB0oXVOwGFZn3aE5NV","6ogn9necmbUdCppmNnGOdi","You Oughta Know - 2015 Remaster","Alanis Morissette","Jagged Little Pill (2015 Remaster)","https://open.spotify.com/track/3jS7bB0oXVOwGFZn3aE5NV",0.665,0.834,4,-7.737,1,0.0576,0.21,0,0.452,0.411,105.292,249493,4
"S317","Closer","Tegan and Sara","4dTVgHZFPlaq9nPbLVVLSG","5e1BZulIiYWPRm8yogwUYH","Closer","Tegan and Sara","Heartthrob","https://open.spotify.com/track/4dTVgHZFPlaq9nPbLVVLSG",0.588,0.751,0,-7.588,1,0.0328,0.00174,6.57e-05,0.353,0.52,136.979,209280,4
"S319","Why Tell Me, Why","Anita Meyer","1bYgVuthr7VOXDpH6fGfcm","7xxVm0cM4x7TUBadZQuz3S","Why Tell Me Why","Anita Meyer","Alle 40 Goed - Anita Meyer","https://open.spotify.com/track/1bYgVuthr7VOXDpH6fGfcm",0.642,0.675,1,-8.476,0,0.0483,0.0524,0,0.0918,0.416,112.334,211827,4
"S320","I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston","2tUBqZG2AbRi7Q0BIrVrEj","6XpaIBNiVzIetEPCWDvAFP","I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston","Whitney","https://open.spotify.com/track/2tUBqZG2AbRi7Q0BIrVrEj",0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,4
"S321","Girl","Anouk","5zhee6Apgg8QqeJObO4k1d","6ltVunYjAAD70YtVO6rxvX","Girl","Anouk","Hotel New York","https://open.spotify.com/track/5zhee6Apgg8QqeJObO4k1d",0.672,0.803,4,-4.693,1,0.0285,0.00753,0,0.0597,0.794,136.007,210733,4
"S322","9 to 5","Dolly Parton","4w3tQBXhn5345eUXDGBWZG","32vWCbZh0xZ4o9gkz4PsEU","9 to 5","Dolly Parton","9 To 5 And Odd Jobs","https://open.spotify.com/track/4w3tQBXhn5345eUXDGBWZG",0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,162467,4
"S362","Tragedy","Bee Gees","6UXXeFqMBGiqjkzQzkMT3E","1LZEQNv7sE11VDY3SdxQeN","Tragedy","Bee Gees","Spirits Having Flown","https://open.spotify.com/track/6UXXeFqMBGiqjkzQzkMT3E",0.665,0.532,2,-10.793,1,0.0277,0.0889,0.0109,0.296,0.81,117.955,303333,4
"S363","I'm That Bitch","RuPaul","1f2cBGbsFTyMH1LwlrE4kB","082jBeu8MzgcpEAYU56yJt","I'm That Bitch","The Cast of RuPaul's Drag Race, Season 12","I'm That Bitch","https://open.spotify.com/track/1f2cBGbsFTyMH1LwlrE4kB",0.872,0.732,5,-7.043,0,0.146,0.00826,0,0.0256,0.605,98.085,250054,4
"S364","Shake Your Groove Thing","Peaches & Herb","5o89Bf80t8ko3uNXJkYoVs","6qI4LTzMRpTxRzMZPvv2C6","Shake Your Groove Thing","Peaches & Herb","2 Hot!","https://open.spotify.com/track/5o89Bf80t8ko3uNXJkYoVs",0.863,0.726,9,-6.649,1,0.0494,0.415,0.0299,0.0735,0.93,132.574,346133,4
"S365","I Begin to Wonder","Dannii Minogue","5OKjyuulniceXswXHLYZqV","6XCS9JCn56Q252cMOTbeq6","I Begin to Wonder","Dannii Minogue","Neon Nights (Deluxe Version)","https://open.spotify.com/track/5OKjyuulniceXswXHLYZqV",0.77,0.741,1,-9.252,0,0.0417,0.0234,7.2e-05,0.242,0.951,125.056,220000,4
"S366","Absolutely Everybody","Vanessa Amorosi","1uMBrZjBfELQuCpw2p4q5G","5M0fvL9GMc2zTuIIQwresj","Absolutely Everybody","Vanessa Amorosi","Shine","https://open.spotify.com/track/1uMBrZjBfELQuCpw2p4q5G",0.672,0.956,1,-5.253,1,0.0827,0.283,0,0.192,0.85,122.994,222440,4
"S368","Better the Devil You Know","Kylie Minogue","3dpvfWZYPcPGz8vRZN2yUt","4RVnAU35WRWra6OZ3CbbMA","Better the Devil You Know","Kylie Minogue","Rhythm of Love","https://open.spotify.com/track/3dpvfWZYPcPGz8vRZN2yUt",0.579,0.98,10,-4.937,0,0.051,0.0215,0.241,0.0255,0.606,120.029,233680,4
"S370","Untouched","The Veronicas","0KlahhzNb98zyN83Vwae0l","1dIdBZaaHRW2bDTkHNfWln","Untouched","The Veronicas","Hook Me Up","https://open.spotify.com/track/0KlahhzNb98zyN83Vwae0l",0.557,0.783,6,-4.893,0,0.234,0.0171,0.0172,0.151,0.442,177.008,255360,4
"S372","Physical","Olivia Newton-John","4gitetlGHZ9LfuJhwUhEhF","4BoRxUdrcgbbq1rxJvvhg9","Physical - Remastered 2021","Olivia Newton-John","Physical (Deluxe Edition)","https://open.spotify.com/track/4gitetlGHZ9LfuJhwUhEhF",0.84,0.728,4,-8.473,0,0.0436,0.127,0.00114,0.114,0.74,124.066,225993,4
"S367","Sobreviviré","Mónica Naranjo","5WovBMPS14QCqKgBEM1PaO","0zGM73sadbAOBLev02P8LO","Sobreviviré","Monica Naranjo","Renaissance (Boxset)","https://open.spotify.com/track/5WovBMPS14QCqKgBEM1PaO",0.582,0.835,4,-4.962,1,0.0361,0.0123,6.25e-06,0.149,0.376,132.077,296507,4
"S369","Veneno pa tu piel","La Veneno","0L200jJnjlpQPmK9x6fd7j","3W9RxQ28bGM5QyBO7iFO2I","Veneno Pa Tu Piel - Remastered","Cristina ""La Veneno""","Veneno Pa Tu Piel","https://open.spotify.com/track/0L200jJnjlpQPmK9x6fd7j",0.689,0.941,7,-7.181,0,0.0439,0.0246,0.0181,0.191,0.702,125.025,238666,4
"S371","Mocatriz","Ojete Calor","4FpRhJ7lOtetHL1zwZSYuP","39OG2j99BjXdZbgj9mgF9x","Mocatriz","Ojete Calor","Mocatriz","https://open.spotify.com/track/4FpRhJ7lOtetHL1zwZSYuP",0.738,0.879,8,-4.984,0,0.0409,0.00177,0.000293,0.133,0.635,136.97,237228,4
"S373","Pussy","Bad Gyal","2b3lUT9emXS3GudBXk9Br2","4F4pp8NUW08JuXwnoxglpN","Pussy","Bad Gyal","Pussy","https://open.spotify.com/track/2b3lUT9emXS3GudBXk9Br2",0.868,0.67,11,-6.453,0,0.0738,0.0883,4.72e-05,0.159,0.593,94.067,137533,4
"S376","Espectacular","Fangoria","36JGdAr8Ode1yaAKn4fy3L","7CJiKj8TrQSms0WSCKbHm4","Espectacular","Fangoria","Miscelánea de canciones para robótica avanzada","https://open.spotify.com/track/36JGdAr8Ode1yaAKn4fy3L",0.628,0.953,8,-4.857,1,0.0526,0.0543,0.000763,0.121,0.631,125.034,237310,4
"S378","Aute Cuture","Rosalía","7dQFpbs34ufIEU745DVclf","7ltDVBr6mKbRvohxheJ9h1","Aute Cuture","ROSALÍA","Aute Cuture","https://open.spotify.com/track/7dQFpbs34ufIEU745DVclf",0.747,0.643,7,-6.991,1,0.178,0.0756,0.00894,0.355,0.538,99.981,147626,4
"S380","Cuando tú vas","Chenoa","4dnulY0BYSEyoSTd6Op24y","0i3ypO6G38iZmANDHWZxlY","Cuando Tú Vas","Chenoa","Básicos","https://open.spotify.com/track/4dnulY0BYSEyoSTd6Op24y",0.7,0.837,11,-5.555,0,0.217,0.0844,0,0.628,0.665,136.035,198133,4
"S383","La gata bajo la lluvia","Rocío Dúrcal","2kfSFdq2h0xLXq01em1zc7","2uyweLa0mvPZH6eRzDddeB","La Gata Bajo la Lluvia","Rocío Dúrcal","Sus 16 Grandes Exitos","https://open.spotify.com/track/2kfSFdq2h0xLXq01em1zc7",0.499,0.648,7,-5.812,1,0.0331,0.723,0,0.576,0.464,88.14,219107,4
"S438","Todos me miran","Gloria Trevi","4pmRDyDRRiZ5Pq7hm4WTpb","1Db5GsIoVWYktPoD2nnPZZ","Todos Me Miran","Gloria Trevi","La Trayectoria","https://open.spotify.com/track/4pmRDyDRRiZ5Pq7hm4WTpb",0.745,0.844,3,-6.709,0,0.0609,0.0216,0,0.0617,0.829,125.042,204907,4
"S450","Ni tú ni nadie","Alaska y Dinarama","7LpS82vPDLgZAHWRtWBBRj","2mDlFcPtgXtLF1gEshEInh","Ni tú ni nadie","Alaska Y Dinarama","Deseo Carnal","https://open.spotify.com/track/7LpS82vPDLgZAHWRtWBBRj",0.601,0.677,7,-10.564,1,0.0285,0.519,2.77e-06,0.153,0.677,137.813,217000,4
"S440","Yo quiero bailar","Sonia & Selena","4rFCPjKfgbEeNvs1Ku4nbd","0wWRxCuyckZOJQVEGqE1f8","Yo Quiero Bailar","Sonia Y Selena","Yo Quiero Bailar","https://open.spotify.com/track/4rFCPjKfgbEeNvs1Ku4nbd",0.628,0.948,11,-5.982,1,0.0828,0.161,0.000166,0.316,0.909,133.952,213067,4
"S442","Un año de amor","Luz Casal","7EANhLnU0DW0SZf8e4dPDm","1HUbv0v2f9HNE6qIbB35El","Un año de amor","Luz Casal","A Contraluz","https://open.spotify.com/track/7EANhLnU0DW0SZf8e4dPDm",0.385,0.32,9,-6.203,0,0.0298,0.394,2.7e-05,0.0916,0.452,189.148,201387,3
"S443","Baloncesto","La Prohibida","3kKZjk2p2j3O7iARjoxeam","1sHPujXeed3zTvHlpbqdtl","Baloncesto","La Prohibida","100k Años de Luz","https://open.spotify.com/track/3kKZjk2p2j3O7iARjoxeam",0.599,0.718,10,-6.392,1,0.0288,0.000324,6.86e-05,0.194,0.777,126.005,281187,4
"S445","Arrasando","Thalía","261VBtny8MLOitxnb8CqMI","23wEWD21D4TPYiJugoXmYb","Arrasando","Thalia","El Orgullo Va Primero","https://open.spotify.com/track/261VBtny8MLOitxnb8CqMI",0.727,0.985,2,-5.949,1,0.0564,0.052,0.0112,0.663,0.912,131.943,239733,4
"S446","Se nos rompió el amor","Rocío Jurado","5V8MiatwmSYw80Teq4d3li","1FlYevYLENR3IMgMlnMvf9","Se nos rompió el amor","Rocío Jurado","Tan Solo Una Mujer","https://open.spotify.com/track/5V8MiatwmSYw80Teq4d3li",0.302,0.461,4,-10.694,0,0.0374,0.3,0,0.157,0.242,176.166,271693,3
"S447","Qué dolor","Raffaella Carrà","01GkZgsAJH7vYvkI0a7nC5","6EVyI0S0b1Ld2nm37m5x85","Qué dolor","Raffaella Carrà","'82 (en español)","https://open.spotify.com/track/01GkZgsAJH7vYvkI0a7nC5",0.72,0.951,0,-6.545,1,0.0637,0.627,0,0.263,0.968,157.468,206800,4
"S448","Fuego","Eleni Foureira","4TwWOcvjY1qt3QJvtveAGm","39E15l8zeCDYpSZwFNX4G2","Fuego","Eleni Foureira","Fuego","https://open.spotify.com/track/4TwWOcvjY1qt3QJvtveAGm",0.586,0.739,11,-4.584,0,0.105,0.0558,0,0.579,0.522,101.033,183397,4
"S449","El Anillo","Jennifer Lopez","2SpfMQ5TuKsMj1trNwrLVA","2DlGxzQSjYe5N6G9nkYghR","El Anillo","Jennifer Lopez","El Anillo","https://open.spotify.com/track/2SpfMQ5TuKsMj1trNwrLVA",0.87,0.691,2,-4.11,0,0.18,0.0248,0,0.0861,0.469,130.056,176816,4
"S406","Occhi di gatto","Cristina D'Avena","3zNSti1KhGpc41OkIgaoAU","1IPsn7d84HQ5V311bDHNrq","Occhi di gatto","Cristina D'Avena","Cristina d'Avena e i tuoi amici in tv 16","https://open.spotify.com/track/3zNSti1KhGpc41OkIgaoAU",0.564,0.932,2,-3.113,1,0.0441,0.0388,0.203,0.111,0.961,150.681,202347,4
"S408","Comprami","Viola Valentino","7K7iBR3rCpmBn4TFmhjnQ9","7y7fXMf0viI4KxjcPQaNSR","Comprami","Viola Valentino","Le più belle canzoni di Viola Valentino","https://open.spotify.com/track/7K7iBR3rCpmBn4TFmhjnQ9",0.784,0.863,10,-8.433,1,0.065,0.375,0.0401,0.0938,0.841,130.275,237560,4
"S409","Fiesta (Spanish version)","Raffaella Carrà","1pYCSG5fIUBiiJ1KAfvih2","6EVyI0S0b1Ld2nm37m5x85","Fiesta - Spanish version","Raffaella Carrà","JOY (Spanish Version)","https://open.spotify.com/track/1pYCSG5fIUBiiJ1KAfvih2",0.743,0.835,11,-6.545,1,0.0773,0.142,0,0.102,0.838,113.314,201027,4
"S410","Kobra","Donatella Rettore","7mHsKepJwoP9zieWBclpVW","7eIqewR3PiwQDItf5G2SyV","Kobra","Donatella Rettore","Magnifico delirio (Gli Indimenticabili)","https://open.spotify.com/track/7mHsKepJwoP9zieWBclpVW",0.822,0.517,0,-11.347,0,0.0957,0.713,0.00647,0.155,0.763,117.377,207160,4
"S411","Champion","RuPaul","2s42bLtj1KAAqFXqPHKr8t","2SdOKxC1sSxEyv8JYERaNe","Champion","RuPaul","Champion","https://open.spotify.com/track/2s42bLtj1KAAqFXqPHKr8t",0.842,0.855,1,-6.044,0,0.112,0.0659,6.58e-05,0.087,0.773,125.027,216640,4
"S412","Cicale","Heather Parisi","4c2ypSbxlEtTNcyJ6uZcdn","1HgVjrg402nAvOjDlXXA2n","Cicale","Heather Parisi","Disco Bambina","https://open.spotify.com/track/4c2ypSbxlEtTNcyJ6uZcdn",0.824,0.897,7,-5.587,1,0.0526,0.0823,0.334,0.0269,0.962,138.459,234067,4
"S413","Non sono una signora","Loredana Bertè","1zj7vlb9EFZ8NqbSHofkGT","2XpUprTohaksHpVjUtTvlx","Non sono una signora","Loredana Bertè","Traslocando","https://open.spotify.com/track/1zj7vlb9EFZ8NqbSHofkGT",0.744,0.737,2,-8.587,1,0.0347,0.0874,2.65e-06,0.742,0.585,128.357,209467,4
"S141","Opposites Attract","Paula Abdul","7z38bideBRvGAgjXe2SECm","4PpmBoqphQusNFsxuVKb6j","Opposites Attract","Paula Abdul","Forever Your Girl","https://open.spotify.com/track/7z38bideBRvGAgjXe2SECm",0.783,0.842,1,-8.838,1,0.054,0.0337,2.57e-06,0.0519,0.933,117.79,265373,4
"S142","There's No Business Like Show Business","Ethel Merman","5heiTautAti5rDVU1OhneA","4Kgu9tJgtNXTWMjefKahs9","There's No Business Like Show Business - From ""Annie Get Your Gun""","Ethel Merman","Annie Get Your Gun (Original Broadway Cast / Bonus Tracks)","https://open.spotify.com/track/5heiTautAti5rDVU1OhneA",0.668,0.291,1,-11.906,1,0.0718,0.968,0,0.187,0.685,135.245,191293,4
"S144","Don't Cha","The Pussycat Dolls ft. Busta Rhymes","1gZ7i4qxXkHZb1r6eioaAP","6wPhSqRtPu1UhRCDX5yaDJ","Don't Cha","The Pussycat Dolls","PCD","https://open.spotify.com/track/1gZ7i4qxXkHZb1r6eioaAP",0.877,0.637,1,-3.493,0,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,272080,4
"S145","Dancing on My Own","Robyn","7g13jf3zqlP5S68Voo5v9m","6UE7nl9mha6s8z0wFQFIZ2","Dancing On My Own - Radio Edit","Robyn","Body Talk","https://open.spotify.com/track/7g13jf3zqlP5S68Voo5v9m",0.573,0.926,6,-6.045,1,0.0342,0.00202,0.0117,0.127,0.219,117.047,278080,4
"S146","Responsitrannity (Matt Pop Remix)","RuPaul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S192","Shake It Off","Taylor Swift","5xTtaWoae3wi06K5WfVUUH","06HL4z0CvFAxyc27GXpf02","Shake It Off","Taylor Swift","1989","https://open.spotify.com/track/5xTtaWoae3wi06K5WfVUUH",0.647,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.015,219200,4
"S193","Le Freak","Chic","7Kszjzps0xbQXyo1pO4KfE","0Xf8oDAJYd2D0k3NLI19OV","Le Freak - 2018 Remaster","CHIC","C'est Chic (2018 Remaster)","https://open.spotify.com/track/7Kszjzps0xbQXyo1pO4KfE",0.91,0.641,7,-11.316,1,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,331360,4
"S194","Tell It to My Heart","Taylor Dayne","3YVPpVJvJG2EauXurPA90F","32lVGr0fSRGT6okLKHiP68","Tell It to My Heart","Taylor Dayne","Tell It to My Heart (Expanded Edition)","https://open.spotify.com/track/3YVPpVJvJG2EauXurPA90F",0.638,0.988,1,-5.042,1,0.0921,0.0302,1.16e-05,0.371,0.723,117.955,220880,4
"S195","Got to Be Real","Cheryl Lynn","58r4JuwHhXLAkttkaUZfLw","6UfoTQXaV3DuqtDVjZIxwZ","Got to Be Real","Cheryl Lynn","Cheryl Lynn (Expanded Edition)","https://open.spotify.com/track/58r4JuwHhXLAkttkaUZfLw",0.836,0.626,9,-10.143,0,0.0335,0.0943,0.742,0.153,0.898,114.657,307947,4
"S196","Shut Up and Drive","Rihanna","4Tn2llBm1g0UlWctmgPL8Z","5pKCCKE2ajJHZ9KAiaK11H","Shut Up And Drive","Rihanna","Good Girl Gone Bad: Reloaded","https://open.spotify.com/track/4Tn2llBm1g0UlWctmgPL8Z",0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,212280,4
"S197","Cherry Bomb","Joan Jett & The Blackhearts","5Eald1GAoLr6NNtOkgOaMO","1Fmb52lZ6Jv7FMWXXTPO3K","Cherry Bomb","Joan Jett & the Blackhearts","Glorious Results of a Misspent Youth (Expanded Edition)","https://open.spotify.com/track/5Eald1GAoLr6NNtOkgOaMO",0.533,0.926,11,-6.139,1,0.0525,0.225,4.8e-05,0.0572,0.401,128.51,155747,4
"S198","Step It Up","RuPaul ft. Dave Audé","42tJz92MbgBVpy0jmNR9gD","2SdOKxC1sSxEyv8JYERaNe","Step It Up (feat. Dave Audé)","RuPaul","Realness","https://open.spotify.com/track/42tJz92MbgBVpy0jmNR9gD",0.683,0.956,4,-4.569,0,0.0857,0.00218,0.00124,0.299,0.828,124.988,213920,4
"S199","If I Were Your Woman","Gladys Knight & the Pips","3FWqBK4ZKpAdffVPvPFJjB","0TF2NxkJZPQoX1H53rEFM1","If I Were Your Woman - Single Version","Gladys Knight & The Pips","If I Were Your Woman","https://open.spotify.com/track/3FWqBK4ZKpAdffVPvPFJjB",0.472,0.492,6,-10.435,1,0.0583,0.711,0.107,0.679,0.555,74.09,194533,4
"S213","Anaconda","Nicki Minaj","794F99D5BQHS5ZGRXAs7I5","0hCNtLu0JehylgoiP8L4Gh","Anaconda","Nicki Minaj","The Pinkprint (Deluxe)","https://open.spotify.com/track/794F99D5BQHS5ZGRXAs7I5",0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994,260240,4
"S214","Jump (For My Love)","The Pointer Sisters","3L9ClO1W5KmebIXTrlKShF","2kreKea2n96dXjcyAU9j5N","Jump (For My Love)","The Pointer Sisters","Break Out","https://open.spotify.com/track/3L9ClO1W5KmebIXTrlKShF",0.842,0.697,10,-13.796,0,0.0654,0.161,0.000101,0.583,0.916,134.533,267227,4
"S215","Green Light","Lorde","6ie2Bw3xLj2JcGowOlcMhb","163tK9Wjr9P9DmM0AVK7lm","Green Light","Lorde","Melodrama","https://open.spotify.com/track/6ie2Bw3xLj2JcGowOlcMhb",0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,234653,4
"S216","I Kissed a Girl","Katy Perry","005lwxGU1tms6HGELIcUv9","6jJ0s89eD6GaHleKKya26X","I Kissed A Girl","Katy Perry","One Of The Boys","https://open.spotify.com/track/005lwxGU1tms6HGELIcUv9",0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,179640,4
"S218","The Boss","Diana Ross","5kfQK1Vb1mKSwzVn32Tarj","3MdG05syQeRYPPcClLaUGl","The Boss","Diana Ross","The Boss (Expanded Edition)","https://open.spotify.com/track/5kfQK1Vb1mKSwzVn32Tarj",0.639,0.905,4,-4.215,0,0.0543,0.235,4.93e-05,0.206,0.825,123.66,241333,4
"S220","Nobody's Supposed to Be Here (Hex Hector Dance Mix)","Deborah Cox","0OdiAlnSN0k39jarFqVTY8","601893mmW5hl1FBOykWZHG","Nobody's Supposed to Be Here - Dance Mix","Deborah Cox","One Wish","https://open.spotify.com/track/0OdiAlnSN0k39jarFqVTY8",0.73,0.918,9,-4.052,1,0.0553,0.0522,0.0112,0.0887,0.705,127.964,254467,4
"S222","Freaky Money","RuPaul ft. Big Freedia","5AuF8YEo34zM8IP7uhipDN","2SdOKxC1sSxEyv8JYERaNe","Freaky Money (feat. Big Freedia)","RuPaul","Born Naked","https://open.spotify.com/track/5AuF8YEo34zM8IP7uhipDN",0.745,0.623,2,-4.008,1,0.111,0.000587,0,0.237,0.399,103.677,183333,4
"S223","Wrecking Ball","Miley Cyrus","2vwlzO0Qp8kfEtzTsCXfyE","5YGY8feqx7naU7z4HrwZM6","Wrecking Ball","Miley Cyrus","Bangerz (Deluxe Version)","https://open.spotify.com/track/2vwlzO0Qp8kfEtzTsCXfyE",0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,221360,4
"S240","Emotions","Mariah Carey","0cELvuwJW1acISUHYB6suj","4iHNK0tOyZPYnBU7nGAgpQ","Emotions","Mariah Carey","Emotions","https://open.spotify.com/track/0cELvuwJW1acISUHYB6suj",0.74,0.752,9,-7.008,0,0.0359,0.0409,0.00125,0.0233,0.939,114.851,248093,4
"S241","Into You","Ariana Grande","63y6xWR4gXz7bnUGOk8iI6","66CXWjxzNUsdJxJ2JdwvnR","Into You","Ariana Grande","Dangerous Woman","https://open.spotify.com/track/63y6xWR4gXz7bnUGOk8iI6",0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,244453,4
"S242","How Will I Know","Whitney Houston","79wbJeLkXOlJh4AzaWCWfL","6XpaIBNiVzIetEPCWDvAFP","How Will I Know","Whitney Houston","How Will I Know","https://open.spotify.com/track/79wbJeLkXOlJh4AzaWCWfL",0.761,0.739,6,-3.591,1,0.0369,0.178,3.35e-06,0.23,0.656,118.997,213436,4
"S243","The Bitch Is Back","Tina Turner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
