"song_id","song","artist","spotify_track_id","spotify_artist_id","spotify_song","spotify_artist","album","track_url","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"S323","Lady Marmalade","Christina Aguilera, Lil' Kim, Mýa, P!nk","7GQqj9jRtDkMp8zByehXQI","1l7ZsJRRS8wlW3WfJfPfNS","Lady Marmalade - From ""Moulin Rouge"" Soundtrack","Christina Aguilera","Moulin Rouge","https://open.spotify.com/track/7GQqj9jRtDkMp8zByehXQI",0.756,0.808,5,-3.655,1,0.0541,0.0175,3.67e-06,0.66,0.638,109.902,264847,4
"S324","Rumors","Lindsay Lohan","3KnjerEPMolLapVo2wdgz6","4vRSocKbGh7PsQrYRDVMEF","Rumors","Lindsay Lohan","Speak","https://open.spotify.com/track/3KnjerEPMolLapVo2wdgz6",0.892,0.764,10,-5.668,0,0.0547,0.0186,0.0358,0.332,0.856,115.014,196307,4
"S325","Call Me Maybe","Carly Rae Jepsen","3TGRqZ0a2l1LRblBkJoaDx","6sFIWsNpZYqfjUpaCgueju","Call Me Maybe","Carly Rae Jepsen","Kiss (Deluxe)","https://open.spotify.com/track/3TGRqZ0a2l1LRblBkJoaDx",0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,4
"S326","Ex's & Oh's","Elle King","70eDxAyAraNTiD6lx2ZEnH","3bhu7P5PfngueRHiB9hjcx","Ex's & Oh's","Elle King","Love Stuff","https://open.spotify.com/track/70eDxAyAraNTiD6lx2ZEnH",0.612,0.921,7,-2.882,1,0.085,0.0183,0,0.0576,0.446,139.988,202173,4
"S327","The Pleasure Principle","Janet Jackson","1krKp0OXeCH6SI5SXl8tu5","4qwGe91Bz9K2T8jXTZ815W","The Pleasure Principle","Janet Jackson","Control","https://open.spotify.com/track/1krKp0OXeCH6SI5SXl8tu5",0.661,0.711,0,-11.037,1,0.0514,0.428,0.0221,0.132,0.889,116.836,297973,4
"S346","My Humps","Black Eyed Peas","19JdbdEwQI7bCxefMokZO8","1yxSLGMDHlW21z4YXirZDS","My Humps","Black Eyed Peas","Monkey Business","https://open.spotify.com/track/19JdbdEwQI7bCxefMokZO8",0.801,0.682,1,-5.919,0,0.225,0.111,1.56e-05,0.109,0.586,123.95,326960,4
"S347","No Tears Left to Cry","Ariana Grande","2qT1uLXPVPzGgFOx4jtEuo","66CXWjxzNUsdJxJ2JdwvnR","no tears left to cry","Ariana Grande","Sweetener","https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo",0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920,4
"S348","Strong Enough","Cher","144JMbvbR5txNzoZ112wo4","72OaDtakiy6yFqkt4TsiFt","Strong Enough","Cher","Believe","https://open.spotify.com/track/144JMbvbR5txNzoZ112wo4",0.593,0.923,0,-6.19,1,0.101,0.0495,0,0.29,0.587,124.862,224000,4
"S349","I Learned from the Best (HQ2 Radio Mix)","Whitney Houston","7Jilzv5KVTsFzBntCuXBYw","6XpaIBNiVzIetEPCWDvAFP","I Learned from the Best - HQ2 Radio Mix","Whitney Houston","Dance Vault Remixes - I Learned from the Best","https://open.spotify.com/track/7Jilzv5KVTsFzBntCuXBYw",0.685,0.91,8,-6.321,0,0.0887,0.0168,0.001,0.35,0.532,133.961,263573,4
"S350","How You Like That","BLACKPINK","4SFknyjLcyTLJFPKD2m96o","41MozSoPIsD1dJM0CLPjZF","How You Like That","BLACKPINK","THE ALBUM","https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o",0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956,4
"S351","Be My Lover","La Bouche","7FoUzKTSQp25oe32pY9z5p","488v7rQzthLNK22r0UvMie","Be My Lover","La Bouche","Sweet Dreams","https://open.spotify.com/track/7FoUzKTSQp25oe32pY9z5p",0.669,0.941,1,-5.765,0,0.0313,0.00129,4.3e-06,0.886,0.841,134.809,240267,4
"S352","Hideaway","Kiesza","0c6xIDDpzE81m2q797ordA","4zxvC7CRGvggq9EWXOpwAo","Hideaway","Kiesza","Sound Of A Woman","https://open.spotify.com/track/0c6xIDDpzE81m2q797ordA",0.838,0.72,7,-4.135,0,0.0483,0.0862,0.00697,0.0772,0.204,122.99,251987,4
"S353","I Want You Back","NSYNC","221LRlPHPuevgE1tuUlof9","6Ff53KvcvAj5U7Z1vojB5o","I Want You Back - Radio Edit","*NSYNC","'N Sync UK Version","https://open.spotify.com/track/221LRlPHPuevgE1tuUlof9",0.751,0.939,8,-3.305,0,0.0466,0.0521,0.00056,0.477,0.905,112.041,200440,4
"S354","Something He Can Feel","En Vogue","4htbAEZWr53J08x3dUv00W","5fikk4h5qbEebqK2Fc6e48","Giving Him Something He Can Feel","En Vogue","Funky Divas","https://open.spotify.com/track/4htbAEZWr53J08x3dUv00W",0.496,0.298,9,-10.175,0,0.0405,0.306,1.72e-06,0.0875,0.705,203.824,235707,3
"S355","Bad Bitch Tip","LaLa Ri ft. Ocean Kelly","36LeNokJN38Sl2k6qkH5Or","5sOIZhuDe7GzTTdJMVLmNz","BAD BITCH TIP","LaLa Ri","BAD BITCH TIP","https://open.spotify.com/track/36LeNokJN38Sl2k6qkH5Or",0.775,0.865,2,-5.069,1,0.213,0.0423,0,0.149,0.559,104.068,189952,4
"S356","I'm Goin' Down","Mary J. Blige","0I5mUa3CZPcsrWwlUmTWkV","1XkoF8ryArs86LZvFOkbyr","I'm Goin' Down","Mary J. Blige","My Life","https://open.spotify.com/track/0I5mUa3CZPcsrWwlUmTWkV",0.572,0.324,0,-9.297,1,0.0512,0.737,0,0.124,0.234,94.048,222333,3
"S357","Arrogant","Tamisha Iman","6MmI4fwcClbnQJeIvtmJPm","2nkkdrHs13Onop9WadmkUK","Arrogant","DJ Mitch Ferrino","Arrogant","https://open.spotify.com/track/6MmI4fwcClbnQJeIvtmJPm",0.941,0.909,5,-2.456,0,0.198,0.0747,0.137,0.344,0.356,132.007,222159,4
"S358","Turn It & Burn It","Tina Burner","44DHUjNZI7ngY7qKeZeVY3","1iIQ6rqQj3EmQrPqdy9Dpr","Turn It And Burn It","Tina Burner","Turn It And Burn It","https://open.spotify.com/track/44DHUjNZI7ngY7qKeZeVY3",0.791,0.776,11,-8.662,0,0.367,0.245,0,0.305,0.482,123.801,139355,4
"S359","You Should Be Sad","Halsey","7lidXGPXPYLNThITAOTlkK","26VFTg2z8YR0cCuwLzESi2","You should be sad","Halsey","Manic","https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK",0.591,0.585,2,-6.35,1,0.0277,0.143,0,0.109,0.324,110.94,205473,4
"S360","Gimme More","Britney Spears","6ic8OlLUNEATToEFU3xmaH","26dSoYclwsYLMAKD3tpOr4","Gimme More","Britney Spears","Blackout","https://open.spotify.com/track/6ic8OlLUNEATToEFU3xmaH",0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240,4
"S361","Till the World Ends","Britney Spears","38iU2jg98IZZEIJPrP7aWD","26dSoYclwsYLMAKD3tpOr4","Till the World Ends","Britney Spears","Femme Fatale (Deluxe Version)","https://open.spotify.com/track/38iU2jg98IZZEIJPrP7aWD",0.693,0.705,8,-5.747,1,0.0665,0.0228,0,0.202,0.45,131.951,237947,4
"S328","Break My Heart","Dua Lipa","017PF4Q3l4DBUiWoXk4OWT","6M2wZ9GZgrQXHCFfjv46we","Break My Heart","Dua Lipa","Future Nostalgia","https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT",0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,221820,4
"S330","If U Seek Amy","Britney Spears","2hdy9Wt9qp7M7d0U3ossu2","26dSoYclwsYLMAKD3tpOr4","If U Seek Amy","Britney Spears","Circus (Deluxe Version)","https://open.spotify.com/track/2hdy9Wt9qp7M7d0U3ossu2",0.717,0.587,4,-7.296,0,0.0339,0.0192,0,0.0523,0.544,129.954,216520,4
"S332","100% Pure Love","Crystal Waters","66X03EIfE1zm99rd4SfL71","2sd9Q3r0Jhqpe3w9WVuG43","100% Pure Love","Crystal Waters","Storyteller","https://open.spotify.com/track/66X03EIfE1zm99rd4SfL71",0.811,0.697,8,-8.019,1,0.0502,0.0923,0.0144,0.0784,0.712,120.242,280467,4
"S334","Fancy","Iggy Azalea ft. Charli XCX","3oiMJQAWVaxSubJ7b2VUtX","5yG7ZAZafVaAlMTeBybKAL","Fancy","Iggy Azalea","The New Classic (Deluxe Version)","https://open.spotify.com/track/3oiMJQAWVaxSubJ7b2VUtX",0.912,0.716,10,-4.141,0,0.0697,0.0904,0,0.0491,0.377,94.981,199938,4
"S336","Hit 'Em Up Style (Oops!)","Blu Cantrell","4zYTZvtcww7OWKie7fxA9E","6vytZ677lz4LzCrUDcDokM","Hit 'Em Up Style (Oops!)","Blu Cantrell","So Blu","https://open.spotify.com/track/4zYTZvtcww7OWKie7fxA9E",0.667,0.773,5,-4.983,0,0.0586,0.201,0,0.404,0.667,89.976,250707,4
"S338","Whole Lotta Woman","Kelly Clarkson","1nukLnD50ey3rfs6jNnMJa","3BmGtnKgCSGYIUhmivXKWX","Whole Lotta Woman","Kelly Clarkson","Meaning of Life","https://open.spotify.com/track/1nukLnD50ey3rfs6jNnMJa",0.838,0.683,10,-6.205,0,0.146,0.0369,0,0.638,0.458,119.982,173387,4
"S340","Boss","Fifth Harmony","1COvXs6jaykXC73h9OSBVM","1l8Fu6IkuTP0U5QetQJ5Xt","BO$$","Fifth Harmony","Reflection (Deluxe)","https://open.spotify.com/track/1COvXs6jaykXC73h9OSBVM",0.813,0.872,9,-5.224,1,0.107,0.00621,0,0.0498,0.736,103.016,171413,4
"S343","Fascinated","(Company B","1mk6Ts3Rl80ZiRuGdV8ydx","56qkRjq9qsAxK5fc7U5moa","Fascinated","Company B","Company B","https://open.spotify.com/track/1mk6Ts3Rl80ZiRuGdV8ydx",0.744,0.765,1,-12.174,1,0.0344,0.0393,0.707,0.258,0.831,119.743,326467,4
"S414","Water Me","Lizzo","4WbO3H3wFGUdrngpMMs4sF","56oDRnqbIiwx4mymNEv7dS","Water Me","Lizzo","Cuz I Love You (Super Deluxe)","https://open.spotify.com/track/4WbO3H3wFGUdrngpMMs4sF",0.67,0.966,3,-1.994,0,0.177,0.0292,0,0.185,0.77,113.046,185595,4
"S431","Love Don't Cost a Thing","Jennifer Lopez","1fgvJXlcZ7uIddMpqsqw0L","2DlGxzQSjYe5N6G9nkYghR","Love Don't Cost a Thing","Jennifer Lopez","J.Lo","https://open.spotify.com/track/1fgvJXlcZ7uIddMpqsqw0L",0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,221227,4
"S432","Radio","Beyoncé","1l0LovwzqV3leLDHOz7zJ6","6vWDO969PvNqNYHIOW5v0m","Radio","Beyoncé","I AM...SASHA FIERCE","https://open.spotify.com/track/1l0LovwzqV3leLDHOz7zJ6",0.605,0.763,1,-5.949,1,0.0775,0.129,2.41e-06,0.0839,0.553,135.771,218787,4
"S433","Swept Away","Diana Ross","3U3eFYWcekCDDFnYYctCnp","3MdG05syQeRYPPcClLaUGl","Swept Away","Diana Ross","Swept Away (Expanded Edition)","https://open.spotify.com/track/3U3eFYWcekCDDFnYYctCnp",0.711,0.953,8,-7.872,1,0.0377,0.0194,0.0186,0.317,0.888,119.933,323533,4
"S434","Don't Let Go (Love)","En Vogue","06TuMCjDEYjTOJScCRzmjf","5fikk4h5qbEebqK2Fc6e48","Don't Let Go (Love)","En Vogue","EV3","https://open.spotify.com/track/06TuMCjDEYjTOJScCRzmjf",0.618,0.688,5,-5.867,0,0.0477,0.409,6.32e-06,0.3,0.561,78.311,291880,4
"S435","Never Too Much","Luther Vandross","3nFJbZCHP4d9vduKjJLdBL","19y5MFBH7gohEdGwKM7QsP","Never Too Much","Luther Vandross","Never Too Much","https://open.spotify.com/track/3nFJbZCHP4d9vduKjJLdBL",0.734,0.586,2,-11.866,1,0.129,0.125,0,0.0367,0.762,109.933,230467,4
"S436","Respect","Aretha Franklin","7s25THrKz86DM225dOYwnr","7nwUJBm0HE4ZxD3f5cy5ok","Respect","Aretha Franklin","I Never Loved a Man the Way I Love You","https://open.spotify.com/track/7s25THrKz86DM225dOYwnr",0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,147600,4
"S437","Heartbreak Hotel (Hex Hector Remix)","Whitney Houston ft. Faith Evans, Kelly Price","430gOpaoFqaSx7RyebR9WE","6XpaIBNiVzIetEPCWDvAFP","Heartbreak Hotel (feat. Faith Evans & Kelly Price) - Hex Hector Radio Mix","Whitney Houston","Dance Vault Mixes - Heartbreak Hotel (feat. Faith Evans & Kelly Price)","https://open.spotify.com/track/430gOpaoFqaSx7RyebR9WE",0.749,0.892,3,-6.13,0,0.0619,0.149,2.69e-05,0.121,0.821,130.041,261893,4
"S439","Good 4 U","Olivia Rodrigo","4ZtFanR9U6ndgddUvNcjcG","1McMsnEElThX1knmY4oliG","good 4 u","Olivia Rodrigo","SOUR","https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG",0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,178147,4
"S441","Telephone","Lady Gaga ft. Beyoncé","7rl7ao5pb9BhvAzPdWStxi","1HY2Jd0NmPuamShAr6KMms","Telephone","Lady Gaga","The Fame Monster (Deluxe Edition)","https://open.spotify.com/track/7rl7ao5pb9BhvAzPdWStxi",0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021,220627,4
"S444","Gimme! Gimme! Gimme! (A Man After Midnight)","Cher","6dRj3dDseKfeIBfBMRboGN","72OaDtakiy6yFqkt4TsiFt","Gimme! Gimme! Gimme! (A Man After Midnight)","Cher","Gimme! Gimme! Gimme! (A Man After Midnight)","https://open.spotify.com/track/6dRj3dDseKfeIBfBMRboGN",0.616,0.695,9,-5.733,0,0.0423,0.0147,0,0.492,0.382,119.01,251293,4
"S415","Fallin'","Alicia Keys","0KQx6HOpJueiSkztcS0r7D","3DiDSECUqqY1AuBP8qtaIa","Fallin'","Alicia Keys","Songs In A Minor","https://open.spotify.com/track/0KQx6HOpJueiSkztcS0r7D",0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986,210200,3
"S416","I Love It","Kylie Minogue","6g225JcOUd88PRslWGsRD3","4RVnAU35WRWra6OZ3CbbMA","I Love It","Kylie Minogue","DISCO (Deluxe)","https://open.spotify.com/track/6g225JcOUd88PRslWGsRD3",0.573,0.85,0,-4.064,1,0.0559,0.00131,0.000571,0.411,0.665,119.873,230080,4
"S417","Play","Jennifer Lopez","7fFCnttacpotkyhTOxKv14","2DlGxzQSjYe5N6G9nkYghR","Play","Jennifer Lopez","J.Lo","https://open.spotify.com/track/7fFCnttacpotkyhTOxKv14",0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,211493,4
"S419","My Head & My Heart","Ava Max","1KixkQVDUHggZMU9dUobgm","4npEfmQ6YuiwW1GpUmaq3F","My Head & My Heart","Ava Max","Heaven & Hell","https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm",0.614,0.934,9,-3.709,0,0.07,0.0697,0,0.121,0.436,116.001,174760,4
"S421","Suga Mama","Beyoncé","7hrrhtzmyTcULmNlYlcxJO","6vWDO969PvNqNYHIOW5v0m","Suga Mama","Beyoncé","B'Day","https://open.spotify.com/track/7hrrhtzmyTcULmNlYlcxJO",0.682,0.939,9,-4.054,0,0.284,0.226,0.000315,0.346,0.615,93.81,204813,4
"S423","One Way or Another","Blondie","59CLe8stbcx4XYBWdsfbwK","4tpUmLEVLCGFr93o8hFFIB","One Way Or Another","Blondie","Parallel Lines","https://open.spotify.com/track/59CLe8stbcx4XYBWdsfbwK",0.442,0.922,2,-5.086,1,0.0655,0.0532,3.86e-06,0.0768,0.855,162.272,217364,4
"S425","Un-Break My Heart (Hex Hector Remix)","Toni Braxton","18pF4zBSsZ8LhNyVUvWoTj","3X458ddYA2YcVWuVIGGOYe","Un-Break My Heart - Soul Hex Anthem Vocal","Toni Braxton","Un-Break My Heart: The Remix Collection","https://open.spotify.com/track/18pF4zBSsZ8LhNyVUvWoTj",0.752,0.916,2,-3.621,1,0.0412,0.0686,0.0779,0.0528,0.648,125.083,351200,4
"S427","Something's Got a Hold on Me","Etta James","6EAlFsajDK1PVgfhdJbS5Y","0iOVhN3tnSvgDbcg25JoJb","Something's Got A Hold On Me","Etta James","Heart & Soul: A Retrospective","https://open.spotify.com/track/6EAlFsajDK1PVgfhdJbS5Y",0.471,0.585,1,-6.105,1,0.0822,0.786,0,0.811,0.655,150.719,169747,4
"S217","รักยังไม่ต้องการ (I Don't Want Love Yet)","Marsha Vadhanapanich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S219","O.K.นะคะ (O.K. Yes)","Katreeya English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S221","Dhoom Dhoom","Tata Young","680su2851wO74z7uNBcAbF","1wRPtKGflJrBx9BmLsSwlU","Dhoom Dhoom","Pritam","Dhoom","https://open.spotify.com/track/680su2851wO74z7uNBcAbF",0.63,0.905,11,-6.043,0,0.0879,0.0208,0.258,0.377,0.512,101.431,261590,4
"S225","เพลงสุดท้าย (Last Song)","Suda Chuenban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S227","Crazy in Love","Beyoncé ft. Jay-Z","5IVuqXILoxVWvWEPm82Jxr","6vWDO969PvNqNYHIOW5v0m","Crazy In Love (feat. Jay-Z)","Beyoncé","Dangerously In Love","https://open.spotify.com/track/5IVuqXILoxVWvWEPm82Jxr",0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.681,99.165,236133,4
"S451","Born Naked","RuPaul","20GNVIllZWk2vF8p6Cz7uP","2SdOKxC1sSxEyv8JYERaNe","Born Naked (feat. Clairy Browne)","RuPaul","Born Naked","https://open.spotify.com/track/20GNVIllZWk2vF8p6Cz7uP",0.634,0.86,4,-3.55,1,0.206,0.0207,0,0.464,0.648,141.857,203253,4
"S263","This Is Me","Keala Settle","45aBsnKRWUzhwbcqOJLwfe","7HV2RI2qNug4EcQqLbCAKS","This Is Me","Keala Settle","The Greatest Showman (Original Motion Picture Soundtrack)","https://open.spotify.com/track/45aBsnKRWUzhwbcqOJLwfe",0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707,4
"S265","Last Dance","Selena","2XDjnmKH1mocsuJhehyyMF","2QiFmdR414Dw9kTGW9LvrS","Save Me a Last Dance (feat. Selena)","Ell Dog","Views of the D","https://open.spotify.com/track/2XDjnmKH1mocsuJhehyyMF",0.774,0.929,9,-4.986,1,0.227,0.000811,1.22e-06,0.245,0.828,94.97,171311,4
"S245","I Will Survive หมอลำ (I Will Survive Mor Lam)","Saisunee Sukkrit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S249","ขอใจเธอแลกเบอร์โทร (Your Heart for My Number)","Yinglee Srijumpol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S251","จดหมายจากเมียเช่า (A Letter from a Wife)","Mani Maniwan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S253","สุดฤทธิ์สุดเดช (Suprit Suddet)","Mai Charoenpura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S255","เจ็บนิด...นิด (It Hurts a Little... a Little)","Rhatha Phongam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S257","กินจุ๊บจิ๊บ (Eat Kiss Jib)","Pornchita na Songkhla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S259","Lady Marmalade","Christina Aguilera, Lil' Kim, Mýa, Pink","7GQqj9jRtDkMp8zByehXQI","1l7ZsJRRS8wlW3WfJfPfNS","Lady Marmalade - From ""Moulin Rouge"" Soundtrack","Christina Aguilera","Moulin Rouge","https://open.spotify.com/track/7GQqj9jRtDkMp8zByehXQI",0.756,0.808,5,-3.655,1,0.0541,0.0175,3.67e-06,0.66,0.638,109.902,264847,4
"S261","หางเครื่อง (Dancer)","Sukanya Nakpradit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S277","New Rules","Dua Lipa","2ekn2ttSfGqwhhate0LSR0","6M2wZ9GZgrQXHCFfjv46we","New Rules","Dua Lipa","Dua Lipa (Deluxe)","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0",0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4
"S278","Venus","Bananarama","4XX1pFUkQOZTYp6Hb6a6Ae","3sc7iUG1Wwpwx7bHeZolgx","Venus","Bananarama","True Confessions (Collector's Edition)","https://open.spotify.com/track/4XX1pFUkQOZTYp6Hb6a6Ae",0.722,0.961,9,-4.812,1,0.0514,0.0883,0.61,0.278,0.91,126.113,229165,4
"S279","Spice Up Your Life","Spice Girls","5qGwqO0lkbBXw4xNfzT7SF","0uq5PttqEjj3IH1bzwcrXF","Spice Up Your Life","Spice Girls","Spiceworld","https://open.spotify.com/track/5qGwqO0lkbBXw4xNfzT7SF",0.556,0.993,1,-5.067,1,0.0464,0.0105,0.0341,0.403,0.702,124.016,173667,4
"S280","Power","Little Mix","0lUSd7TCG8srh6HpIAEIWL","3e7awlrlDSwF3iM0WBjGMp","Power","Little Mix","Glory Days (Expanded Edition)","https://open.spotify.com/track/0lUSd7TCG8srh6HpIAEIWL",0.566,0.855,7,-4.016,1,0.211,0.0372,0.000157,0.181,0.517,172.966,247840,4
"S281","Call My Name (Wideboys Remix)","Cheryl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S282","Tears Dry on Their Own","Amy Winehouse","7MDfN1ldfTMtuXXdVz2Pzc","6Q192DXotxtaysaqNPy5yR","Tears Dry On Their Own","Amy Winehouse","Back To Black (Deluxe Edition)","https://open.spotify.com/track/7MDfN1ldfTMtuXXdVz2Pzc",0.634,0.543,1,-13.391,0,0.181,0.525,0,0.232,0.467,121.557,186440,4
"S283","I'm Your Man","Wham!","2gG7E5OZi5D5QLRIctv63z","5lpH0xAS4fVfLkACg9DAuM","I'm Your Man","Wham!","The Final","https://open.spotify.com/track/2gG7E5OZi5D5QLRIctv63z",0.756,0.837,2,-6.943,1,0.051,0.297,0,0.0567,0.588,132.146,243093,4
"S329","Relax","Frankie Goes to Hollywood","2K22nUTdyr48JDwI5t906t","1mZu3rO7qSD09GdDpePHhY","Relax","Frankie Goes To Hollywood","Welcome To The Pleasuredome","https://open.spotify.com/track/2K22nUTdyr48JDwI5t906t",0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,236800,4
"S345","I'm Still Standing","Elton John","1jDJFeK9x3OZboIAHsY9k2","3PhoLpVuITZKcymswpck5b","I'm Still Standing","Elton John","Too Low For Zero","https://open.spotify.com/track/1jDJFeK9x3OZboIAHsY9k2",0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,183440,4
"S331","Memory","Elaine Paige","6wNNhduAv04cytUxHgYv1F","7KckozT8XPOqtgJjpAcrnA","Memory","Elaine Paige","Stages","https://open.spotify.com/track/6wNNhduAv04cytUxHgYv1F",0.198,0.155,3,-15.993,1,0.0358,0.743,0.00149,0.344,0.086,175.152,251693,3
"S333","Don't Start Now","Dua Lipa","3PfIrDoz19wz7qK7tYeu62","6M2wZ9GZgrQXHCFfjv46we","Don't Start Now","Dua Lipa","Future Nostalgia","https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62",0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,183290,4
"S335","You Keep Me Hangin' On","Kim Wilde","1wEeNtO7z41aUqC80shxqK","73a6pNH4YtLNgDbPQwXveo","You Keep Me Hangin On","Kim Wilde","Another Step","https://open.spotify.com/track/1wEeNtO7z41aUqC80shxqK",0.686,0.682,7,-12.154,0,0.033,0.0806,0.000155,0.14,0.708,123.44,255220,4
"S337","Don't Leave Me This Way","The Communards","0ire4j2mcGovF5JA1D2cTp","17U2ImH5IyYMvjkCfPhMHT","Don't Leave Me This Way (with Sarah Jane Morris)","The Communards","Communards","https://open.spotify.com/track/0ire4j2mcGovF5JA1D2cTp",0.64,0.926,3,-5.597,1,0.0322,0.135,2.04e-06,0.134,0.901,131.997,271067,4
"S339","Touch Me (All Night Long)","Cathy Dennis","1XF7umKqStpKnL2d2YZ53V","2zVsfeSyFbCey7rq7PasHp","Touch Me (All Night Long) - 7"" Mix","Cathy Dennis","Move To This (Polydor Expanded Edition)","https://open.spotify.com/track/1XF7umKqStpKnL2d2YZ53V",0.655,0.776,10,-10.298,0,0.0326,0.00326,0.081,0.307,0.454,118.01,209067,4
"S341","Don't Be So Hard on Yourself","Jess Glynne","6jF1nHIMESqft9p33tQYPn","4ScCswdRlyA23odg9thgIO","Don't Be so Hard on Yourself","Jess Glynne","I Cry When I Laugh","https://open.spotify.com/track/6jF1nHIMESqft9p33tQYPn",0.571,0.815,6,-3.267,1,0.0321,0.0608,0,0.163,0.664,120.008,211460,4
"S342","You Don't Have to Say You Love Me","Dusty Springfield","0q8nQ0H4ad4KYcZdrTZPux","5zaXYwewAXedKNCff45U5l","You Don't Have To Say You Love Me","Dusty Springfield","You Don't Have To Say You Love Me","https://open.spotify.com/track/0q8nQ0H4ad4KYcZdrTZPux",0.317,0.513,2,-9.24,0,0.0339,0.455,0,0.0719,0.627,111.5,170440,3
"S344","Last Thing on My Mind","Steps","2al4aCEf88iUKzM2LpMo3V","17UkABEasVRlCcIFZ3wHb7","Last Thing on My Mind","Steps","Step One","https://open.spotify.com/track/2al4aCEf88iUKzM2LpMo3V",0.725,0.935,9,-4.6,1,0.0307,0.266,0.0397,0.119,0.635,130.321,184427,4
"S396","Sweet Melody","Little Mix","76Tuo484SLohJakHLnGI3B","3e7awlrlDSwF3iM0WBjGMp","Sweet Melody","Little Mix","Confetti","https://open.spotify.com/track/76Tuo484SLohJakHLnGI3B",0.448,0.824,5,-4.249,0,0.057,0.0739,0,0.113,0.419,119.965,213693,4
"S397","Total Eclipse of the Heart","Bonnie Tyler","7wuJGgpTNzbUyn26IOY6rj","0SD4eZCN4Kr0wQk56hCdh2","Total Eclipse of the Heart","Bonnie Tyler","The Very Best of Bonnie Tyler","https://open.spotify.com/track/7wuJGgpTNzbUyn26IOY6rj",0.431,0.723,8,-5.887,1,0.0568,0.145,0,0.374,0.19,130.141,267360,4
"S407","You Don't Own Me","(Dusty Springfield","0UW3PzFqmfDW3sAqLwC8PY","5zaXYwewAXedKNCff45U5l","You Don't Own Me","Dusty Springfield","Stay Awhile / I Only Want To Be With You","https://open.spotify.com/track/0UW3PzFqmfDW3sAqLwC8PY",0.353,0.66,7,-6.101,1,0.034,0.754,0,0.0793,0.559,100.278,149400,3
