"lip_sync_id","episode_id","season_id","franchise_id","contestant","song_id","song","artist","outcome"
"LS309","F11S05E02","F11S05","F11","Shea Couleé","S302","Neutron Dance","The Pointer Sisters","Shea Couleé"
"LS309","F11S05E02","F11S05","F11","Alyssa Edwards","S302","Neutron Dance","The Pointer Sisters","Shea Couleé"
"LS310","F11S05E03","F11S05","F11","Jujubee","S303","Juice","Lizzo","Monét X Change"
"LS310","F11S05E03","F11S05","F11","Monét X Change","S303","Juice","Lizzo","Monét X Change"
"LS311","F11S05E04","F11S05","F11","Miz Cracker","S304","Where Have You Been","Rihanna","Miz Cracker, Morgan McMichaels"
"LS311","F11S05E04","F11S05","F11","Morgan McMichaels","S304","Where Have You Been","Rihanna","Miz Cracker, Morgan McMichaels"
"LS313","F11S05E05","F11S05","F11","Shea Couleé","S306","Open Your Heart","Madonna","Shea Couleé"
"LS313","F11S05E05","F11S05","F11","Vanessa Vanjie Mateo","S306","Open Your Heart","Madonna","Shea Couleé"
"LS315","F11S05E06","F11S05","F11","Miz Cracker","S308","One Last Time","Ariana Grande","Roxxxy Andrews"
"LS315","F11S05E06","F11S05","F11","Roxxxy Andrews","S308","One Last Time","Ariana Grande","Roxxxy Andrews"
"LS317","F11S05E07","F11S05","F11","Miz Cracker","S310","Fancy","Reba McEntire","Miz Cracker"
"LS317","F11S05E07","F11S05","F11","Kennedy Davenport","S310","Fancy","Reba McEntire","Miz Cracker"
"LS319","F11S05E08","F11S05","F11","Jujubee","S312","Make Me Feel","Janelle Monáe","Shea Couleé, Shea Couleé"
"LS319","F11S05E08","F11S05","F11","Miz Cracker","S312","Make Me Feel","Janelle Monáe","Shea Couleé, Shea Couleé"
"LS319","F11S05E08","F11S05","F11","Shea Couleé","S312","Make Me Feel","Janelle Monáe","Shea Couleé, Shea Couleé"
"LS388","F11S06E01","F11S06","F11","Yara Sofia","S374","Uptown Funk","Mark Ronson ft. Bruno Mars","Coco Montrese"
"LS388","F11S06E01","F11S06","F11","Coco Montrese","S374","Uptown Funk","Mark Ronson ft. Bruno Mars","Coco Montrese"
"LS389","F11S06E02","F11S06","F11","Ra'Jah O'Hara","S375","Miss You Much","Janet Jackson","Brooke Lynn Hytes, Ra'Jah O'Hara"
"LS389","F11S06E02","F11S06","F11","Brooke Lynn Hytes","S375","Miss You Much","Janet Jackson","Brooke Lynn Hytes, Ra'Jah O'Hara"
"LS391","F11S06E03","F11S06","F11","Trinity K. Bonet","S377","Physical","Dua Lipa","Laganja Estranja"
"LS391","F11S06E03","F11S06","F11","Laganja Estranja","S377","Physical","Dua Lipa","Laganja Estranja"
"LS393","F11S06E04","F11S06","F11","Jan","S379","Womanizer","Britney Spears","Jessica Wild"
"LS393","F11S06E04","F11S06","F11","Jessica Wild","S379","Womanizer","Britney Spears","Jessica Wild"
"LS395","F11S06E05","F11S06","F11","Ginger Minj","S381","Phone","Lizzo","Ginger Minj"
"LS395","F11S06E05","F11S06","F11","Mayhem Miller","S381","Phone","Lizzo","Ginger Minj"
"LS396","F11S06E06","F11S06","F11","Kylie Sonique Love","S382","Dirrty","Christina Aguilera ft. Redman","Kylie Sonique Love"
"LS396","F11S06E06","F11S06","F11","Manila Luzon","S382","Dirrty","Christina Aguilera ft. Redman","Kylie Sonique Love"
"LS398","F11S06E07","F11S06","F11","Trinity K. Bonet","S384","Dance Again","Jennifer Lopez ft. Pitbull","Alexis Mateo"
"LS398","F11S06E07","F11S06","F11","Alexis Mateo","S384","Dance Again","Jennifer Lopez ft. Pitbull","Alexis Mateo"
"LS399","F11S06E08","F11S06","F11","Ginger Minj","S385","Sugar Walls","Sheena Easton","Ginger Minj"
"LS399","F11S06E08","F11S06","F11","Heidi N Closet","S385","Sugar Walls","Sheena Easton","Ginger Minj"
"LS400","F11S06E09","F11S06","F11","Ra'Jah O'Hara","S386","Boom Clap","Charli XCX","Kameron Michaels"
"LS400","F11S06E09","F11S06","F11","Kameron Michaels","S386","Boom Clap","Charli XCX","Kameron Michaels"
"LS401","F11S06E10","F11S06","F11","Eureka!","S387","Since U Been Gone","Kelly Clarkson","Eureka!"
"LS401","F11S06E10","F11S06","F11","Silky Nutmeg Ganache","S387","Since U Been Gone","Kelly Clarkson","Eureka!"
"LS402","F11S06E10","F11S06","F11","Jan","S388","Heartbreaker","Pat Benatar","Silky Nutmeg Ganache"
"LS402","F11S06E10","F11S06","F11","Silky Nutmeg Ganache","S388","Heartbreaker","Pat Benatar","Silky Nutmeg Ganache"
"LS403","F11S06E10","F11S06","F11","Jiggly Caliente","S389","Free Your Mind","En Vogue","Jiggly Caliente"
"LS403","F11S06E10","F11S06","F11","Serena ChaCha","S389","Free Your Mind","En Vogue","Jiggly Caliente"
"LS404","F11S06E10","F11S06","F11","Jiggly Caliente","S390","Girls Just Want to Have Fun","Cyndi Lauper","Silky Nutmeg Ganache"
"LS404","F11S06E10","F11S06","F11","Silky Nutmeg Ganache","S390","Girls Just Want to Have Fun","Cyndi Lauper","Silky Nutmeg Ganache"
"LS405","F11S06E10","F11S06","F11","Pandora Boxx","S391","Focus","Ariana Grande","Silky Nutmeg Ganache"
"LS405","F11S06E10","F11S06","F11","Silky Nutmeg Ganache","S391","Focus","Ariana Grande","Silky Nutmeg Ganache"
"LS406","F11S06E10","F11S06","F11","Scarlet Envy","S392","Song for the Lonely","Cher","Silky Nutmeg Ganache"
"LS406","F11S06E10","F11S06","F11","Silky Nutmeg Ganache","S392","Song for the Lonely","Cher","Silky Nutmeg Ganache"
"LS407","F11S06E10","F11S06","F11","Silky Nutmeg Ganache","S165","Point of No Return","Exposé","Silky Nutmeg Ganache"
"LS407","F11S06E10","F11S06","F11","Yara Sofia","S165","Point of No Return","Exposé","Silky Nutmeg Ganache"
"LS408","F11S06E10","F11S06","F11","Silky Nutmeg Ganache[b]","S393","Barbie Girl","Aqua","Silky Nutmeg Ganache"
"LS409","F11S06E11","F11S06","F11","Eureka!","S394","Good Golly, Miss Molly","Little Richard","Eureka!, Jaida Essence Hall"
"LS409","F11S06E11","F11S06","F11","Jaida Essence Hall","S394","Good Golly, Miss Molly","Little Richard","Eureka!, Jaida Essence Hall"
"LS410","F11S06E12","F11S06","F11","Eureka!","S395","Stupid Love","Lady Gaga","Kylie Sonique Love, Kylie Sonique Love, Kylie Sonique Love"
"LS410","F11S06E12","F11S06","F11","Ginger Minj","S395","Stupid Love","Lady Gaga","Kylie Sonique Love, Kylie Sonique Love, Kylie Sonique Love"
"LS410","F11S06E12","F11S06","F11","Kylie Sonique Love","S395","Stupid Love","Lady Gaga","Kylie Sonique Love, Kylie Sonique Love, Kylie Sonique Love"
"LS410","F11S06E12","F11S06","F11","Ra'Jah O'Hara","S395","Stupid Love","Lady Gaga","Kylie Sonique Love, Kylie Sonique Love, Kylie Sonique Love"
