"lip_sync_id","episode_id","season_id","franchise_id","contestant","song_id","song","artist","outcome"
"LS286","F13S01E04","F13S01","F13","Sum Ting Wong","S279","Spice Up Your Life","Spice Girls","Sum Ting Wong"
"LS287","F13S01E05","F13S01","F13","Crystal","S280","Power","Little Mix","Crystal"
"LS287","F13S01E05","F13S01","F13","The Vivienne","S280","Power","Little Mix","Crystal"
"LS288","F13S01E06","F13S01","F13","Blu Hydrangea","S281","Call My Name (Wideboys Remix)","Cheryl","Blu Hydrangea"
"LS288","F13S01E06","F13S01","F13","Cheryl Hole","S281","Call My Name (Wideboys Remix)","Cheryl","Blu Hydrangea"
"LS289","F13S01E07","F13S01","F13","Baga Chipz","S282","Tears Dry on Their Own","Amy Winehouse","Cheryl Hole"
"LS289","F13S01E07","F13S01","F13","Cheryl Hole","S282","Tears Dry on Their Own","Amy Winehouse","Cheryl Hole"
"LS290","F13S01E08","F13S01","F13","Divina de Campo","S283","I'm Your Man","Wham!","Divina de Campo"
"LS290","F13S01E08","F13S01","F13","The Vivienne","S283","I'm Your Man","Wham!","Divina de Campo"
"LS341","F13S02E01","F13S02","F13","Bimini Bon-Boulash","S329","Relax","Frankie Goes to Hollywood","Joe Black"
"LS341","F13S02E01","F13S02","F13","Joe Black","S329","Relax","Frankie Goes to Hollywood","Joe Black"
"LS358","F13S02E10","F13S02","F13","Bimini Bon-Boulash","S345","I'm Still Standing","Elton John","Bimini Bon-Boulash, Tayce"
"LS358","F13S02E10","F13S02","F13","Lawrence Chaney","S345","I'm Still Standing","Elton John","Bimini Bon-Boulash, Tayce"
"LS358","F13S02E10","F13S02","F13","Tayce","S345","I'm Still Standing","Elton John","Bimini Bon-Boulash, Tayce"
"LS343","F13S02E02","F13S02","F13","Cherry Valentine","S331","Memory","Elaine Paige","Cherry Valentine"
"LS343","F13S02E02","F13S02","F13","Tayce","S331","Memory","Elaine Paige","Cherry Valentine"
"LS345","F13S02E03","F13S02","F13","Asttina Mandella","S333","Don't Start Now","Dua Lipa","Asttina Mandella"
"LS345","F13S02E03","F13S02","F13","Tia Kofi","S333","Don't Start Now","Dua Lipa","Asttina Mandella"
"LS347","F13S02E04","F13S02","F13","Sister Sister","S335","You Keep Me Hangin' On","Kim Wilde","None"
"LS349","F13S02E05","F13S02","F13","Joe Black","S337","Don't Leave Me This Way","The Communards","Joe Black"
"LS349","F13S02E05","F13S02","F13","Tia Kofi","S337","Don't Leave Me This Way","The Communards","Joe Black"
"LS351","F13S02E06","F13S02","F13","Lawrence Chaney","S339","Touch Me (All Night Long)","Cathy Dennis","Tia Kofi"
"LS351","F13S02E06","F13S02","F13","Tia Kofi","S339","Touch Me (All Night Long)","Cathy Dennis","Tia Kofi"
"LS353","F13S02E07","F13S02","F13","Sister Sister","S341","Don't Be So Hard on Yourself","Jess Glynne","Sister Sister"
"LS353","F13S02E07","F13S02","F13","Tayce","S341","Don't Be So Hard on Yourself","Jess Glynne","Sister Sister"
"LS354","F13S02E08","F13S02","F13","A'Whora","S342","You Don't Have to Say You Love Me","Dusty Springfield","A'Whora"
"LS354","F13S02E08","F13S02","F13","Tayce","S342","You Don't Have to Say You Love Me","Dusty Springfield","A'Whora"
"LS356","F13S02E09","F13S02","F13","Ellie Diamond","S344","Last Thing on My Mind","Steps","None"
"LS356","F13S02E09","F13S02","F13","Tayce","S344","Last Thing on My Mind","Steps","None"
"LS411","F13S03E01","F13S03","F13","Anubis","S396","Sweet Melody","Little Mix","Anubis"
"LS411","F13S03E01","F13S03","F13","Elektra Fence","S396","Sweet Melody","Little Mix","Anubis"
"LS412","F13S03E01","F13S03","F13","Krystal Versace","S397","Total Eclipse of the Heart","Bonnie Tyler","Krystal Versace"
"LS412","F13S03E01","F13S03","F13","Victoria Scone","S397","Total Eclipse of the Heart","Bonnie Tyler","Krystal Versace"
"LS422","F13S03E10","F13S03","F13","Ella Vaday","S407","You Don't Own Me","(Dusty Springfield","Ella Vaday, Kitty Scott-Claus"
"LS422","F13S03E10","F13S03","F13","Kitty Scott-Claus","S407","You Don't Own Me","(Dusty Springfield","Ella Vaday, Kitty Scott-Claus"
"LS422","F13S03E10","F13S03","F13","Krystal Versace","S407","You Don't Own Me","(Dusty Springfield","Ella Vaday, Kitty Scott-Claus"
"LS413","F13S03E02","F13S03","F13","Elektra Fence","S398","Moving on Up","M People","Elektra Fence"
"LS413","F13S03E02","F13S03","F13","Vanity Milan","S398","Moving on Up","M People","Elektra Fence"
"LS414","F13S03E03","F13S03","F13","Vanity Milan","S399","I've Got the Music in Me","The Kiki Dee Band","Veronica Green"
"LS414","F13S03E03","F13S03","F13","Veronica Green","S399","I've Got the Music in Me","The Kiki Dee Band","Veronica Green"
"LS415","F13S03E04","F13S03","F13","Charity Kase","S400","Who Do You Think You Are","Spice Girls","None"
"LS415","F13S03E04","F13S03","F13","Scarlett Harlett","S400","Who Do You Think You Are","Spice Girls","None"
"LS416","F13S03E05","F13S03","F13","Charity Kase","S401","Big Spender","Shirley Bassey","Charity Kase"
"LS416","F13S03E05","F13S03","F13","Scarlett Harlett","S401","Big Spender","Shirley Bassey","Charity Kase"
"LS417","F13S03E06","F13S03","F13","Choriza May","S402","Shout","Lulu and The Luvvers","Choriza May, River Medway"
"LS417","F13S03E06","F13S03","F13","River Medway","S402","Shout","Lulu and The Luvvers","Choriza May, River Medway"
"LS418","F13S03E07","F13S03","F13","Scarlett Harlett","S403","Scandalous","(Mis-Teeq","Scarlett Harlett"
"LS418","F13S03E07","F13S03","F13","Vanity Milan","S403","Scandalous","(Mis-Teeq","Scarlett Harlett"
"LS419","F13S03E08","F13S03","F13","Ella Vaday","S404","Something New","Girls Aloud","Ella Vaday, Kitty Scott-Claus"
"LS419","F13S03E08","F13S03","F13","Kitty Scott-Claus","S404","Something New","Girls Aloud","Ella Vaday, Kitty Scott-Claus"
"LS420","F13S03E09","F13S03","F13","Krystal Versace","S405","Hallucinate","Dua Lipa","Vanity Milan"
"LS420","F13S03E09","F13S03","F13","Vanity Milan","S405","Hallucinate","Dua Lipa","Vanity Milan"
"LS312","F14S01E01","F14S01","F14","Juice Boxx","S305","I Really Like You","Carly Rae Jepsen","Juice Boxx"
"LS312","F14S01E01","F14S01","F14","Lemon","S305","I Really Like You","Carly Rae Jepsen","Juice Boxx"
"LS325","F14S01E10","F14S01","F14","Priyanka","S318","You're a Superstar","Love Inc.","Rita Baga, Scarlett BoBo"
"LS325","F14S01E10","F14S01","F14","Rita Baga","S318","You're a Superstar","Love Inc.","Rita Baga, Scarlett BoBo"
"LS325","F14S01E10","F14S01","F14","Scarlett BoBo","S318","You're a Superstar","Love Inc.","Rita Baga, Scarlett BoBo"
"LS314","F14S01E02","F14S01","F14","Kyne","S307","If You Could Read My Mind","Ultra Naté, Amber, Jocelyn Enriquez","Kyne"
"LS314","F14S01E02","F14S01","F14","Tynomi Banks","S307","If You Could Read My Mind","Ultra Naté, Amber, Jocelyn Enriquez","Kyne"
"LS316","F14S01E03","F14S01","F14","Anastarzia Anaquway","S309","Absolutely Not (Chanel Club Mix)","Deborah Cox","Anastarzia Anaquway"
"LS316","F14S01E03","F14S01","F14","Tynomi Banks","S309","Absolutely Not (Chanel Club Mix)","Deborah Cox","Anastarzia Anaquway"
"LS318","F14S01E04","F14S01","F14","Ilona Verley","S311","Girlfriend","Avril Lavigne","Tynomi Banks"
"LS318","F14S01E04","F14S01","F14","Tynomi Banks","S311","Girlfriend","Avril Lavigne","Tynomi Banks"
"LS320","F14S01E05","F14S01","F14","Kiara","S313","I Drove All Night","Céline Dion","Kiara"
"LS320","F14S01E05","F14S01","F14","Priyanka","S313","I Drove All Night","Céline Dion","Kiara"
"LS321","F14S01E06","F14S01","F14","BOA","S314","Scars to Your Beautiful","Alessia Cara","BOA"
"LS321","F14S01E06","F14S01","F14","Ilona Verley","S314","Scars to Your Beautiful","Alessia Cara","BOA"
"LS322","F14S01E07","F14S01","F14","Ilona Verley","S315","Hello","Allie X","Ilona Verley"
"LS322","F14S01E07","F14S01","F14","Priyanka","S315","Hello","Allie X","Ilona Verley"
"LS323","F14S01E08","F14S01","F14","Lemon","S316","You Oughta Know","Alanis Morissette","Lemon"
"LS323","F14S01E08","F14S01","F14","Rita Baga","S316","You Oughta Know","Alanis Morissette","Lemon"
"LS324","F14S01E09","F14S01","F14","Jimbo","S317","Closer","Tegan and Sara","Jimbo"
"LS324","F14S01E09","F14S01","F14","Rita Baga","S317","Closer","Tegan and Sara","Jimbo"
"LS326","F15S01E01","F15S01","F15","Megan Schoonbrood","S159","Express Yourself","Madonna","Roem"
"LS326","F15S01E01","F15S01","F15","Roem","S159","Express Yourself","Madonna","Roem"
"LS327","F15S01E02","F15S01","F15","Madame Madness","S181","Roar","Katy Perry","Patty Pam-Pam"
"LS327","F15S01E02","F15S01","F15","Patty Pam-Pam","S181","Roar","Katy Perry","Patty Pam-Pam"
"LS328","F15S01E03","F15S01","F15","Megan Schoonbrood","S319","Why Tell Me, Why","Anita Meyer","Megan Schoonbrood"
"LS328","F15S01E03","F15S01","F15","Miss Abby OMG","S319","Why Tell Me, Why","Anita Meyer","Megan Schoonbrood"
"LS329","F15S01E04","F15S01","F15","Madame Madness","S320","I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston","Madame Madness"
"LS329","F15S01E04","F15S01","F15","Ma'Ma Queen","S320","I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston","Madame Madness"
"LS329","F15S01E04","F15S01","F15","Miss Abby OMG","S320","I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston","Madame Madness"
"LS330","F15S01E05","F15S01","F15","Miss Abby OMG","S321","Girl","Anouk","Sederginne"
"LS330","F15S01E05","F15S01","F15","Sederginne","S321","Girl","Anouk","Sederginne"
"LS331","F15S01E06","F15S01","F15","ChelseaBoy","S322","9 to 5","Dolly Parton","ChelseaBoy"
"LS331","F15S01E06","F15S01","F15","Janey Jacké","S322","9 to 5","Dolly Parton","ChelseaBoy"
"LS332","F15S01E07","F15S01","F15","Ma'Ma Queen","S169","Stronger (What Doesn't Kill You)","Kelly Clarkson","None"
"LS332","F15S01E07","F15S01","F15","Miss Abby OMG","S169","Stronger (What Doesn't Kill You)","Kelly Clarkson","None"
"LS333","F15S01E08","F15S01","F15","Envy Peru","S134","Born This Way","Lady Gaga","Janey Jacké"
"LS333","F15S01E08","F15S01","F15","Janey Jacké","S134","Born This Way","Lady Gaga","Janey Jacké"
"LS376","F16S01E01","F16S01","F16","Elektra Shock","S362","Tragedy","Bee Gees","Jojo Zaho"
"LS376","F16S01E01","F16S01","F16","Jojo Zaho","S362","Tragedy","Bee Gees","Jojo Zaho"
"LS377","F16S01E02","F16S01","F16","Art Simone","S363","I'm That Bitch","RuPaul","Art Simone"
"LS377","F16S01E02","F16S01","F16","Coco Jumbo","S363","I'm That Bitch","RuPaul","Art Simone"
"LS378","F16S01E03","F16S01","F16","Coco Jumbo","S364","Shake Your Groove Thing","Peaches & Herb","Coco Jumbo"
"LS378","F16S01E03","F16S01","F16","Elektra Shock","S364","Shake Your Groove Thing","Peaches & Herb","Coco Jumbo"
"LS379","F16S01E04","F16S01","F16","Anita Wigl'it","S365","I Begin to Wonder","Dannii Minogue","Anita Wigl'it"
"LS379","F16S01E04","F16S01","F16","Karen from Finance","S365","I Begin to Wonder","Dannii Minogue","Anita Wigl'it"
"LS380","F16S01E05","F16S01","F16","Etcetera Etcetera","S366","Absolutely Everybody","Vanessa Amorosi","Etcetera Etcetera"
"LS380","F16S01E05","F16S01","F16","Maxi Shield","S366","Absolutely Everybody","Vanessa Amorosi","Etcetera Etcetera"
"LS382","F16S01E06","F16S01","F16","Maxi Shield","S368","Better the Devil You Know","Kylie Minogue","Maxi Shield"
"LS382","F16S01E06","F16S01","F16","Scarlet Adams","S368","Better the Devil You Know","Kylie Minogue","Maxi Shield"
"LS384","F16S01E07","F16S01","F16","Elektra Shock","S370","Untouched","The Veronicas","Elektra Shock"
"LS384","F16S01E07","F16S01","F16","Kita Mean","S370","Untouched","The Veronicas","Elektra Shock"
"LS386","F16S01E08","F16S01","F16","Art Simone","S372","Physical","Olivia Newton-John","Art Simone, Karen from Finance, Scarlet Adams"
"LS386","F16S01E08","F16S01","F16","Karen from Finance","S372","Physical","Olivia Newton-John","Art Simone, Karen from Finance, Scarlet Adams"
"LS386","F16S01E08","F16S01","F16","Kita Mean","S372","Physical","Olivia Newton-John","Art Simone, Karen from Finance, Scarlet Adams"
"LS386","F16S01E08","F16S01","F16","Scarlet Adams","S372","Physical","Olivia Newton-John","Art Simone, Karen from Finance, Scarlet Adams"
"LS381","F17S01E01","F17S01","F17","Dovima Nurmi","S367","Sobreviviré","Mónica Naranjo","The Macarena"
"LS381","F17S01E01","F17S01","F17","The Macarena","S367","Sobreviviré","Mónica Naranjo","The Macarena"
"LS383","F17S01E02","F17S01","F17","Arantxa Castilla La Mancha","S369","Veneno pa tu piel","La Veneno","Drag Vulcano"
"LS383","F17S01E02","F17S01","F17","Drag Vulcano","S369","Veneno pa tu piel","La Veneno","Drag Vulcano"
"LS385","F17S01E03","F17S01","F17","Dovima Nurmi","S371","Mocatriz","Ojete Calor","None"
"LS387","F17S01E04","F17S01","F17","Arantxa Castilla La Mancha","S373","Pussy","Bad Gyal","Arantxa Castilla La Mancha"
"LS387","F17S01E04","F17S01","F17","Hugáceo Crujiente","S373","Pussy","Bad Gyal","Arantxa Castilla La Mancha"
"LS390","F17S01E05","F17S01","F17","Hugáceo Crujiente","S376","Espectacular","Fangoria","Hugáceo Crujiente"
"LS390","F17S01E05","F17S01","F17","Killer Queen","S376","Espectacular","Fangoria","Hugáceo Crujiente"
"LS392","F17S01E06","F17S01","F17","Dovima Nurmi","S378","Aute Cuture","Rosalía","Dovima Nurmi"
"LS392","F17S01E06","F17S01","F17","Sagittaria","S378","Aute Cuture","Rosalía","Dovima Nurmi"
"LS394","F17S01E07","F17S01","F17","Killer Queen","S380","Cuando tú vas","Chenoa","Pupi Poisson"
"LS394","F17S01E07","F17S01","F17","Pupi Poisson","S380","Cuando tú vas","Chenoa","Pupi Poisson"
"LS394","F17S01E07","F17S01","F17","Sagittaria","S380","Cuando tú vas","Chenoa","Pupi Poisson"
"LS397","F17S01E09","F17S01","F17","Carmen Farala","S383","La gata bajo la lluvia","Rocío Dúrcal","Killer Queen, Sagittaria"
"LS397","F17S01E09","F17S01","F17","Killer Queen","S383","La gata bajo la lluvia","Rocío Dúrcal","Killer Queen, Sagittaria"
"LS397","F17S01E09","F17S01","F17","Sagittaria","S383","La gata bajo la lluvia","Rocío Dúrcal","Killer Queen, Sagittaria"
"LS445","F17S02E01","F17S02","F17","Marisa Prisa","S430","Todos me miran","Gloria Trevi","Marisa Prisa"
"LS445","F17S02E01","F17S02","F17","Samantha Ballentines","S430","Todos me miran","Gloria Trevi","Marisa Prisa"
"LS457","F17S02E11","F17S02","F17","Estrella Xtravaganza","S442","Ni tú ni nadie","Alaska y Dinarama","Estrella Xtravaganza, Venedita Von Däsh"
"LS457","F17S02E11","F17S02","F17","Sharonne","S442","Ni tú ni nadie","Alaska y Dinarama","Estrella Xtravaganza, Venedita Von Däsh"
"LS457","F17S02E11","F17S02","F17","Venedita Von Däsh","S442","Ni tú ni nadie","Alaska y Dinarama","Estrella Xtravaganza, Venedita Von Däsh"
"LS447","F17S02E02","F17S02","F17","Ariel Rec","S432","Yo quiero bailar","Sonia & Selena","Ariel Rec"
"LS447","F17S02E02","F17S02","F17","Samantha Ballentines","S432","Yo quiero bailar","Sonia & Selena","Ariel Rec"
"LS449","F17S02E03","F17S02","F17","Jota Carajota","S434","Un año de amor","Luz Casal","Samantha Ballentines"
"LS449","F17S02E03","F17S02","F17","Samantha Ballentines","S434","Un año de amor","Luz Casal","Samantha Ballentines"
"LS450","F17S02E04","F17S02","F17","Jota Carajota","S435","Baloncesto","La Prohibida","Jota Carajota"
"LS450","F17S02E04","F17S02","F17","Juriji Der Klee","S435","Baloncesto","La Prohibida","Jota Carajota"
"LS452","F17S02E05","F17S02","F17","Diamante Merybrown","S437","Arrasando","Thalía","Onyx"
"LS452","F17S02E05","F17S02","F17","Onyx","S437","Arrasando","Thalía","Onyx"
"LS453","F17S02E06","F17S02","F17","Diamante Merybrown","S438","Se nos rompió el amor","Rocío Jurado","Diamante Merybrown"
"LS453","F17S02E06","F17S02","F17","Estrella Xtravaganza","S438","Se nos rompió el amor","Rocío Jurado","Diamante Merybrown"
"LS454","F17S02E07","F17S02","F17","Drag Sethlas","S439","Qué dolor","Raffaella Carrà","Drag Sethlas"
"LS454","F17S02E07","F17S02","F17","Marina","S439","Qué dolor","Raffaella Carrà","Drag Sethlas"
"LS455","F17S02E08","F17S02","F17","Juriji Der Klee","S440","Fuego","Eleni Foureira","Juriji Der Klee"
"LS455","F17S02E08","F17S02","F17","Venedita Von Däsh","S440","Fuego","Eleni Foureira","Juriji Der Klee"
"LS456","F17S02E09","F17S02","F17","Estrella Xtravaganza","S441","El Anillo","Jennifer Lopez","None"
"LS456","F17S02E09","F17S02","F17","Marina","S441","El Anillo","Jennifer Lopez","None"
"LS421","F18S01E01","F18S01","F18","Divinity","S406","Occhi di gatto","Cristina D'Avena","None"
"LS421","F18S01E01","F18S01","F18","Luquisha Lubamba","S406","Occhi di gatto","Cristina D'Avena","None"
"LS423","F18S01E02","F18S01","F18","Ivana Vamp","S408","Comprami","Viola Valentino","Ivana Vamp"
"LS423","F18S01E02","F18S01","F18","Le Riche","S408","Comprami","Viola Valentino","Ivana Vamp"
"LS424","F18S01E03","F18S01","F18","Ava Hangar","S409","Fiesta (Spanish version)","Raffaella Carrà","None"
"LS424","F18S01E03","F18S01","F18","Le Riche","S409","Fiesta (Spanish version)","Raffaella Carrà","None"
"LS425","F18S01E04","F18S01","F18","Ava Hangar","S410","Kobra","Donatella Rettore","Divinity"
"LS425","F18S01E04","F18S01","F18","Divinity","S410","Kobra","Donatella Rettore","Divinity"
"LS426","F18S01E04","F18S01","F18","Ava Hangar","S411","Champion","RuPaul","Enorma Jean"
"LS426","F18S01E04","F18S01","F18","Enorma Jean","S411","Champion","RuPaul","Enorma Jean"
"LS427","F18S01E05","F18S01","F18","Ava Hangar","S412","Cicale","Heather Parisi","Ava Hangar"
"LS427","F18S01E05","F18S01","F18","Luquisha Lubamba","S412","Cicale","Heather Parisi","Ava Hangar"
"LS428","F18S01E06","F18S01","F18","Elecktra Bionic","S413","Non sono una signora","Loredana Bertè","Farida Kant, Le Riche"
"LS428","F18S01E06","F18S01","F18","Farida Kant","S413","Non sono una signora","Loredana Bertè","Farida Kant, Le Riche"
"LS428","F18S01E06","F18S01","F18","Le Riche","S413","Non sono una signora","Loredana Bertè","Farida Kant, Le Riche"
"LS142","F11S01E01","F11S01","F11","Team Mandora(Mimi Imfurst)","S141","Opposites Attract","Paula Abdul","Team Mandora(Mimi Imfurst, Pandora Boxx)"
"LS142","F11S01E01","F11S01","F11","Team Shad(Chad Michaels)","S141","Opposites Attract","Paula Abdul","Team Mandora(Mimi Imfurst, Pandora Boxx)"
"LS143","F11S01E02","F11S01","F11","Team Brown Flowers(Tammie Brown)","S142","There's No Business Like Show Business","Ethel Merman","Team Brown Flowers(Nina Flowers, Tammie Brown)"
"LS143","F11S01E02","F11S01","F11","Team Latrila(Latrice Royale)","S142","There's No Business Like Show Business","Ethel Merman","Team Brown Flowers(Nina Flowers, Tammie Brown)"
"LS144","F11S01E03","F11S01","F11","Team Latrila(Manila Luzon)","S143","Nasty","Janet Jackson","Team Latrila(Latrice Royale, Manila Luzon)"
"LS144","F11S01E03","F11S01","F11","Team Rujubee(Jujubee)","S143","Nasty","Janet Jackson","Team Latrila(Latrice Royale, Manila Luzon)"
"LS145","F11S01E04","F11S01","F11","Team Rujubee(Raven)","S144","Don't Cha","The Pussycat Dolls ft. Busta Rhymes","Team Yarlexis(Alexis Mateo, Yara Sofia)"
"LS145","F11S01E04","F11S01","F11","Team Yarlexis(Alexis Mateo, Yara Sofia)","S144","Don't Cha","The Pussycat Dolls ft. Busta Rhymes","Team Yarlexis(Alexis Mateo, Yara Sofia)"
"LS146","F11S01E05","F11S01","F11","Jujubee","S145","Dancing on My Own","Robyn","None"
"LS146","F11S01E05","F11S01","F11","Raven","S145","Dancing on My Own","Robyn","None"
"LS147","F11S01E06","F11S01","F11","Chad Michaels","S146","Responsitrannity (Matt Pop Remix)","RuPaul","Raven"
"LS147","F11S01E06","F11S01","F11","Raven","S146","Responsitrannity (Matt Pop Remix)","RuPaul","Raven"
"LS193","F11S02E01","F11S02","F11","Roxxxy Andrews","S192","Shake It Off","Taylor Swift","Roxxxy Andrews"
"LS193","F11S02E01","F11S02","F11","Tatianna","S192","Shake It Off","Taylor Swift","Roxxxy Andrews"
"LS194","F11S02E02","F11S02","F11","Alaska","S193","Le Freak","Chic","Alaska"
"LS194","F11S02E02","F11S02","F11","Katya","S193","Le Freak","Chic","Alaska"
"LS195","F11S02E03","F11S02","F11","Alyssa Edwards","S194","Tell It to My Heart","Taylor Dayne","Alyssa Edwards"
"LS195","F11S02E03","F11S02","F11","Detox","S194","Tell It to My Heart","Taylor Dayne","Alyssa Edwards"
"LS196","F11S02E04","F11S02","F11","Alaska","S195","Got to Be Real","Cheryl Lynn","Alaska"
"LS196","F11S02E04","F11S02","F11","Phi Phi O'Hara","S195","Got to Be Real","Cheryl Lynn","Alaska"
"LS197","F11S02E05","F11S02","F11","Alyssa Edwards","S196","Shut Up and Drive","Rihanna","Alyssa Edwards, Tatianna"
"LS197","F11S02E05","F11S02","F11","Tatianna","S196","Shut Up and Drive","Rihanna","Alyssa Edwards, Tatianna"
"LS198","F11S02E06","F11S02","F11","Alaska","S197","Cherry Bomb","Joan Jett & The Blackhearts","Alaska"
"LS198","F11S02E06","F11S02","F11","Katya","S197","Cherry Bomb","Joan Jett & The Blackhearts","Alaska"
"LS199","F11S02E07","F11S02","F11","Detox","S198","Step It Up","RuPaul ft. Dave Audé","Detox"
"LS199","F11S02E07","F11S02","F11","Katya","S198","Step It Up","RuPaul ft. Dave Audé","Detox"
"LS200","F11S02E08","F11S02","F11","Alaska","S199","If I Were Your Woman","Gladys Knight & the Pips","Alaska, Alaska"
"LS200","F11S02E08","F11S02","F11","Detox","S199","If I Were Your Woman","Gladys Knight & the Pips","Alaska, Alaska"
"LS200","F11S02E08","F11S02","F11","Katya","S199","If I Were Your Woman","Gladys Knight & the Pips","Alaska, Alaska"
"LS215","F11S03E01","F11S03","F11","Aja","S213","Anaconda","Nicki Minaj","BenDeLaCreme"
"LS215","F11S03E01","F11S03","F11","BenDeLaCreme","S213","Anaconda","Nicki Minaj","BenDeLaCreme"
"LS216","F11S03E02","F11S03","F11","BenDeLaCreme","S214","Jump (For My Love)","The Pointer Sisters","Shangela"
"LS216","F11S03E02","F11S03","F11","Shangela","S214","Jump (For My Love)","The Pointer Sisters","Shangela"
"LS217","F11S03E03","F11S03","F11","BenDeLaCreme","S215","Green Light","Lorde","Kennedy Davenport"
"LS217","F11S03E03","F11S03","F11","Kennedy Davenport","S215","Green Light","Lorde","Kennedy Davenport"
"LS219","F11S03E04","F11S03","F11","BenDeLaCreme","S216","I Kissed a Girl","Katy Perry","BenDeLaCreme, Shangela"
"LS219","F11S03E04","F11S03","F11","Shangela","S216","I Kissed a Girl","Katy Perry","BenDeLaCreme, Shangela"
"LS221","F11S03E05","F11S03","F11","BeBe Zahara Benet","S218","The Boss","Diana Ross","BeBe Zahara Benet"
"LS221","F11S03E05","F11S03","F11","Trixie Mattel","S218","The Boss","Diana Ross","BeBe Zahara Benet"
"LS223","F11S03E06","F11S03","F11","BeBe Zahara Benet[b][Morgan McMichaels]","S220","Nobody's Supposed to Be Here (Hex Hector Dance Mix)","Deborah Cox","BenDeLaCreme"
"LS223","F11S03E06","F11S03","F11","BenDeLaCreme[Morgan McMichaels]","S220","Nobody's Supposed to Be Here (Hex Hector Dance Mix)","Deborah Cox","BenDeLaCreme"
"LS225","F11S03E07","F11S03","F11","Shangela","S222","Freaky Money","RuPaul ft. Big Freedia","Shangela"
"LS225","F11S03E07","F11S03","F11","Trixie Mattel","S222","Freaky Money","RuPaul ft. Big Freedia","Shangela"
"LS227","F11S03E08","F11S03","F11","Kennedy Davenport","S223","Wrecking Ball","Miley Cyrus","Trixie Mattel"
"LS227","F11S03E08","F11S03","F11","Trixie Mattel","S223","Wrecking Ball","Miley Cyrus","Trixie Mattel"
"LS245","F11S04E01","F11S04","F11","Monique Heart","S240","Emotions","Mariah Carey","Trinity the Tuck"
"LS245","F11S04E01","F11S04","F11","Trinity the Tuck","S240","Emotions","Mariah Carey","Trinity the Tuck"
"LS246","F11S04E02","F11S04","F11","Monét X Change","S241","Into You","Ariana Grande","Valentina"
"LS246","F11S04E02","F11S04","F11","Valentina","S241","Into You","Ariana Grande","Valentina"
"LS247","F11S04E03","F11S04","F11","Manila Luzon","S242","How Will I Know","Whitney Houston","Manila Luzon"
"LS247","F11S04E03","F11S04","F11","Trinity the Tuck","S242","How Will I Know","Whitney Houston","Manila Luzon"
"LS248","F11S04E04","F11S04","F11","Manila Luzon","S243","The Bitch Is Back","Tina Turner","Monique Heart"
"LS248","F11S04E04","F11S04","F11","Monique Heart","S243","The Bitch Is Back","Tina Turner","Monique Heart"
"LS249","F11S04E05","F11S04","F11","Manila Luzon","S244","Jump to It","Aretha Franklin","Manila Luzon, Monét X Change"
"LS249","F11S04E05","F11S04","F11","Monét X Change","S244","Jump to It","Aretha Franklin","Manila Luzon, Monét X Change"
"LS251","F11S04E06","F11S04","F11","Farrah Moan","S246","Kitty Girl","RuPaul","Valentina"
"LS251","F11S04E06","F11S04","F11","Valentina","S246","Kitty Girl","RuPaul","Valentina"
"LS252","F11S04E06","F11S04","F11","Gia Gunn","S247","Adrenaline","RuPaul ft. Myah Marie","Naomi Smalls"
"LS252","F11S04E06","F11S04","F11","Naomi Smalls","S247","Adrenaline","RuPaul ft. Myah Marie","Naomi Smalls"
"LS253","F11S04E06","F11S04","F11","Jasmine Masters","S248","Peanut Butter","RuPaul ft. Big Freedia","Trinity the Tuck"
"LS253","F11S04E06","F11S04","F11","Trinity the Tuck","S248","Peanut Butter","RuPaul ft. Big Freedia","Trinity the Tuck"
"LS254","F11S04E06","F11S04","F11","Latrice Royale","S170","Sissy That Walk","RuPaul","Latrice Royale, Monique Heart"
"LS254","F11S04E06","F11S04","F11","Monique Heart","S170","Sissy That Walk","RuPaul","Latrice Royale, Monique Heart"
"LS256","F11S04E07","F11S04","F11","Latrice Royale","S250","You Spin Me Round (Like a Record)","Dead or Alive","Latrice Royale"
"LS256","F11S04E07","F11S04","F11","Trinity the Tuck","S250","You Spin Me Round (Like a Record)","Dead or Alive","Latrice Royale"
"LS258","F11S04E08","F11S04","F11","Monét X Change","S252","Come Rain or Come Shine","Judy Garland","Naomi Smalls"
"LS258","F11S04E08","F11S04","F11","Naomi Smalls","S252","Come Rain or Come Shine","Judy Garland","Naomi Smalls"
"LS260","F11S04E09","F11S04","F11","Monique Heart","S254","When I Think of You","Janet Jackson","Trinity the Tuck"
"LS260","F11S04E09","F11S04","F11","Trinity the Tuck","S254","When I Think of You","Janet Jackson","Trinity the Tuck"
"LS262","F11S04E10","F11S04","F11","Monét X Change","S256","Fighter","Christina Aguilera","Monét X Change, Trinity the Tuck"
"LS262","F11S04E10","F11S04","F11","Trinity the Tuck","S256","Fighter","Christina Aguilera","Monét X Change, Trinity the Tuck"
"LS308","F11S05E01","F11S05","F11","India Ferrah","S301","Livin' la Vida Loca","Ricky Martin","Yvie Oddly"
"LS308","F11S05E01","F11S05","F11","Yvie Oddly","S301","Livin' la Vida Loca","Ricky Martin","Yvie Oddly"
