"episode_id","season_id","franchise_id","judge","judge_type"
"F11S04E06","F11S04","F11","Michelle Visage","Main"
"F11S04E06","F11S04","F11","Carson Kressley","Main"
"F11S04E06","F11S04","F11","Ross Mathews","Main"
"F11S04E07","F11S04","F11","RuPaul","Main"
"F11S04E07","F11S04","F11","Michelle Visage","Main"
"F11S04E07","F11S04","F11","Carson Kressley","Main"
"F11S04E07","F11S04","F11","Ross Mathews","Main"
"F11S04E07","F11S04","F11","Rita Ora","Guest"
"F11S04E07","F11S04","F11","Susanne Bartsch","Guest"
"F11S04E08","F11S04","F11","RuPaul","Main"
"F11S04E08","F11S04","F11","Michelle Visage","Main"
"F11S04E08","F11S04","F11","Carson Kressley","Main"
"F11S04E08","F11S04","F11","Ross Mathews","Main"
"F11S04E08","F11S04","F11","Frances Bean Cobain","Guest"
"F11S04E08","F11S04","F11","Ellen Pompeo","Guest"
"F11S04E09","F11S04","F11","RuPaul","Main"
"F11S04E09","F11S04","F11","Michelle Visage","Main"
"F11S04E09","F11S04","F11","Carson Kressley","Main"
"F11S04E09","F11S04","F11","Ross Mathews","Main"
"F11S04E09","F11S04","F11","Jason Wu","Guest"
"F11S04E09","F11S04","F11","Felicity Huffman","Guest"
"F11S04E10","F11S04","F11","RuPaul","Main"
"F11S04E10","F11S04","F11","Michelle Visage","Main"
"F11S04E10","F11S04","F11","Carson Kressley","Main"
"F11S04E10","F11S04","F11","Ross Mathews","Main"
"F11S04E10","F11S04","F11","Todrick Hall","Guest"
"F11S05E01","F11S05","F11","RuPaul","Main"
"F11S05E01","F11S05","F11","Michelle Visage","Main"
"F11S05E01","F11S05","F11","Carson Kressley","Main"
"F11S05E01","F11S05","F11","Ross Mathews","Main"
"F11S05E01","F11S05","F11","Ricky Martin","Guest"
"F11S05E02","F11S05","F11","RuPaul","Main"
"F11S05E02","F11S05","F11","Michelle Visage","Main"
"F11S05E02","F11S05","F11","Carson Kressley","Main"
"F11S05E02","F11S05","F11","Ross Mathews","Main"
"F11S05E02","F11S05","F11","Madison Beer","Guest"
"F11S05E02","F11S05","F11","Tessa Thompson","Guest"
"F11S05E03","F11S05","F11","RuPaul","Main"
"F11S05E03","F11S05","F11","Michelle Visage","Main"
"F11S05E03","F11S05","F11","Carson Kressley","Main"
"F11S05E03","F11S05","F11","Ross Mathews","Main"
"F11S05E03","F11S05","F11","Nicole Byer","Guest"
"F11S05E03","F11S05","F11","Martyn Lawrence Bullard","Guest"
"F11S05E04","F11S05","F11","RuPaul","Main"
"F11S05E04","F11S05","F11","Michelle Visage","Main"
"F11S05E04","F11S05","F11","Carson Kressley","Main"
"F11S05E04","F11S05","F11","Ross Mathews","Main"
"F11S05E04","F11S05","F11","Sarah Hyland","Guest"
"F11S05E05","F11S05","F11","RuPaul","Main"
"F11S05E05","F11S05","F11","Michelle Visage","Main"
"F11S05E05","F11S05","F11","Carson Kressley","Main"
"F11S05E05","F11S05","F11","Ross Mathews","Main"
"F11S05E05","F11S05","F11","Jeffrey Bowyer-Chapman","Guest"
"F11S05E05","F11S05","F11","Tommy Dorfman","Guest"
"F11S05E06","F11S05","F11","RuPaul","Main"
"F11S05E06","F11S05","F11","Michelle Visage","Main"
"F11S05E06","F11S05","F11","Carson Kressley","Main"
"F11S05E06","F11S05","F11","Ross Mathews","Main"
"F11S05E06","F11S05","F11","Bebe Rexha","Guest"
"F11S05E07","F11S05","F11","RuPaul","Main"
"F11S05E07","F11S05","F11","Michelle Visage","Main"
"F11S05E07","F11S05","F11","Carson Kressley","Main"
"F11S05E07","F11S05","F11","Ross Mathews","Main"
"F11S05E07","F11S05","F11","Jane Krakowski","Guest"
"F11S05E07","F11S05","F11","Sam Richardson","Guest"
"F11S05E08","F11S05","F11","RuPaul","Main"
"F11S05E08","F11S05","F11","Michelle Visage","Main"
"F11S05E08","F11S05","F11","Carson Kressley","Main"
"F11S05E08","F11S05","F11","Ross Mathews","Main"
"F11S05E08","F11S05","F11","Todrick Hall","Guest"
"F11S06E01","F11S06","F11","RuPaul","Main"
"F11S06E01","F11S06","F11","Michelle Visage","Main"
"F11S06E01","F11S06","F11","Carson Kressley","Main"
"F11S06E01","F11S06","F11","Ross Mathews","Main"
"F11S06E02","F11S06","F11","RuPaul","Main"
"F11S06E02","F11S06","F11","Michelle Visage","Main"
"F11S06E02","F11S06","F11","Carson Kressley","Main"
"F11S06E02","F11S06","F11","Ross Mathews","Main"
"F11S06E02","F11S06","F11","Big Freedia","Guest"
"F11S06E03","F11S06","F11","RuPaul","Main"
"F11S06E03","F11S06","F11","Michelle Visage","Main"
"F11S06E03","F11S06","F11","Carson Kressley","Main"
"F11S06E03","F11S06","F11","Ross Mathews","Main"
"F11S06E03","F11S06","F11","Tia Mowry","Guest"
"F11S06E04","F11S06","F11","RuPaul","Main"
"F11S06E04","F11S06","F11","Michelle Visage","Main"
"F11S06E04","F11S06","F11","Carson Kressley","Main"
"F11S06E04","F11S06","F11","Ross Mathews","Main"
"F11S06E04","F11S06","F11","Jamal Sims","Guest"
"F11S06E05","F11S06","F11","RuPaul","Main"
"F11S06E05","F11S06","F11","Michelle Visage","Main"
"F11S06E05","F11S06","F11","Carson Kressley","Main"
"F11S06E05","F11S06","F11","Ross Mathews","Main"
"F11S06E05","F11S06","F11","Aisha Tyler","Guest"
"F11S06E06","F11S06","F11","RuPaul","Main"
"F11S06E06","F11S06","F11","Michelle Visage","Main"
"F11S06E06","F11S06","F11","Carson Kressley","Main"
"F11S06E06","F11S06","F11","Ross Mathews","Main"
"F11S06E06","F11S06","F11","Emma Roberts","Guest"
"F11S06E07","F11S06","F11","RuPaul","Main"
"F11S06E07","F11S06","F11","Michelle Visage","Main"
"F11S06E07","F11S06","F11","Carson Kressley","Main"
"F11S06E07","F11S06","F11","Ross Mathews","Main"
"F11S06E07","F11S06","F11","Zaldy","Guest"
"F11S06E08","F11S06","F11","RuPaul","Main"
"F11S06E08","F11S06","F11","Michelle Visage","Main"
"F11S06E08","F11S06","F11","Carson Kressley","Main"
"F11S06E08","F11S06","F11","Ross Mathews","Main"
"F11S06E08","F11S06","F11","Tina Knowles","Guest"
"F11S06E09","F11S06","F11","RuPaul","Main"
"F11S06E09","F11S06","F11","Michelle Visage","Main"
"F11S06E09","F11S06","F11","Carson Kressley","Main"
"F11S06E09","F11S06","F11","Ross Mathews","Main"
"F11S06E09","F11S06","F11","Charli XCX","Guest"
"F11S06E11","F11S06","F11","RuPaul","Main"
"F11S06E11","F11S06","F11","Michelle Visage","Main"
"F11S06E11","F11S06","F11","Carson Kressley","Main"
"F11S06E11","F11S06","F11","Ross Mathews","Main"
"F11S06E11","F11S06","F11","Justin Simien","Guest"
"F11S06E12","F11S06","F11","RuPaul","Main"
"F11S06E12","F11S06","F11","Michelle Visage","Main"
"F11S06E12","F11S06","F11","Carson Kressley","Main"
"F11S06E12","F11S06","F11","Ross Mathews","Main"
"F13S01E01","F13S01","F13","Art Arya","Main"
"F13S01E01","F13S01","F13","Pangina Heals","Main"
"F13S01E01","F13S01","F13","Madame Mod","Guest"
"F13S01E01","F13S01","F13","Madeaw & Pa-Tue","Guest"
"F13S01E02","F13S01","F13","Art Arya","Main"
"F13S01E02","F13S01","F13","Pangina Heals","Main"
"F13S01E02","F13S01","F13","Marsha Vadhanapanich","Guest"
"F13S01E02","F13S01","F13","Jai Sira","Guest"
"F13S01E03","F13S01","F13","Art Arya","Main"
"F13S01E03","F13S01","F13","Pangina Heals","Main"
"F13S01E03","F13S01","F13","Mae Baan Mee Nuad","Guest"
"F13S01E03","F13S01","F13","Prapakas","Guest"
"F13S01E03","F13S01","F13","Cris Horwang","Guest"
"F13S01E04","F13S01","F13","Art Arya","Main"
"F13S01E04","F13S01","F13","Pangina Heals","Main"
"F13S01E04","F13S01","F13","Ananda Everingham","Guest"
"F13S01E04","F13S01","F13","Sinjai Plengpanich","Guest"
"F13S01E04","F13S01","F13","Pattriya Na Nakorn","Guest"
"F13S01E05","F13S01","F13","Art Arya","Main"
"F13S01E05","F13S01","F13","Pangina Heals","Main"
"F13S01E05","F13S01","F13","Metinee Kingpayom","Guest"
"F13S01E05","F13S01","F13","Polpat Asavaprapha","Guest"
"F13S01E06","F13S01","F13","Art Arya","Main"
"F13S01E06","F13S01","F13","Pangina Heals","Main"
"F13S01E06","F13S01","F13","Pavarisa Chumvigrant","Guest"
"F13S01E06","F13S01","F13","VP of Marketing ""Line Mobile""","Guest"
"F13S01E06","F13S01","F13","DTAC TriNet Co.","Guest"
"F13S01E06","F13S01","F13","Ltd.","Guest"
"F13S01E07","F13S01","F13","Art Arya","Main"
"F13S01E07","F13S01","F13","Pangina Heals","Main"
"F13S01E07","F13S01","F13","Ploy Chermarn","Guest"
"F13S01E07","F13S01","F13","Utt Uttsada","Guest"
"F13S01E07","F13S01","F13","Chom","Guest"
"F13S02E01","F13S02","F13","Art Arya","Main"
"F13S02E01","F13S02","F13","Pangina Heals","Main"
"F13S02E01","F13S02","F13","Yai Amat Nimitpark","Guest"
"F13S02E01","F13S02","F13","Pitt Karchai","Guest"
"F13S02E01","F13S02","F13","Tae Piyarat Kaljareuk","Guest"
"F13S02E02","F13S02","F13","Art Arya","Main"
"F13S02E02","F13S02","F13","Pangina Heals","Main"
"F13S02E02","F13S02","F13","Nut Prakopsantisook","Guest"
"F13S02E02","F13S02","F13","Sonya Couling","Guest"
"F13S02E03","F13S02","F13","Art Arya","Main"
"F13S02E03","F13S02","F13","Pangina Heals","Main"
"F13S02E03","F13S02","F13","Vatanika","Guest"
"F13S02E03","F13S02","F13","Sakuntala Thianphairot","Guest"
"F13S02E04","F13S02","F13","Art Arya","Main"
"F13S02E04","F13S02","F13","Pangina Heals","Main"
"F13S02E04","F13S02","F13","Bobby","Guest"
"F13S02E04","F13S02","F13","Mam Surivipa","Guest"
"F13S02E05","F13S02","F13","Art Arya","Main"
"F13S02E05","F13S02","F13","Pangina Heals","Main"
"F13S02E05","F13S02","F13","Cindy Bishop","Guest"
"F13S02E05","F13S02","F13","Pae Arak","Guest"
"F13S02E06","F13S02","F13","Art Arya","Main"
"F13S02E06","F13S02","F13","Pangina Heals","Main"
"F13S02E06","F13S02","F13","Maria Lynn Ehren","Guest"
"F13S02E06","F13S02","F13","John Winyu","Guest"
"F13S02E06","F13S02","F13","Moo Asava","Guest"
"F13S02E07","F13S02","F13","Art Arya","Main"
"F13S02E07","F13S02","F13","Pangina Heals","Main"
"F13S02E07","F13S02","F13","Chef Fang Nattapong","Guest"
"F13S02E07","F13S02","F13","Madame Mod","Guest"
"F13S02E07","F13S02","F13","James Rusameekae Fagerlund","Guest"
"F13S02E07","F13S02","F13","Tae Piyarat Kaljareuk","Guest"
"F13S02E08","F13S02","F13","Art Arya","Main"
"F13S02E08","F13S02","F13","Pangina Heals","Main"
"F13S02E08","F13S02","F13","Hungry","Guest"
"F13S02E08","F13S02","F13","Metinee Kingpayom","Guest"
"F13S02E08","F13S02","F13","""Pancake"" Khemanit Jamikorn.","Guest"
"F13S02E09","F13S02","F13","Art Arya","Main"
"F13S02E09","F13S02","F13","Pangina Heals","Main"
"F13S02E09","F13S02","F13","Apaporn Nakornsawan","Guest"
"F13S02E09","F13S02","F13","Jennifer Kim","Guest"
"F13S02E09","F13S02","F13","Sombat ""Tue"" Tirasaroj","Guest"
"F13S02E10","F13S02","F13","Art Arya","Main"
"F13S02E10","F13S02","F13","Pangina Heals","Main"
"F13S02E10","F13S02","F13","New & Jiew","Guest"
"F13S02E10","F13S02","F13","New Atiwat","Guest"
"F13S02E10","F13S02","F13","Petch Paopetch","Guest"
"F13S02E11","F13S02","F13","Art Arya","Main"
"F13S02E11","F13S02","F13","Pangina Heals","Main"
"F13S02E11","F13S02","F13","Debbie Bazoo","Guest"
"F13S02E11","F13S02","F13","Gene Kasidit","Guest"
"F13S02E11","F13S02","F13","Jai Sira","Guest"
"F13S02E13","F13S02","F13","Art Arya","Main"
"F13S02E13","F13S02","F13","Pangina Heals","Main"
"F14S01E01","F14S01","F14","RuPaul","Main"
"F14S01E01","F14S01","F14","Michelle Visage","Main"
"F14S01E01","F14S01","F14","Alan Carr","Main"
"F14S01E01","F14S01","F14","Graham Norton","Main"
"F14S01E01","F14S01","F14","Andrew Garfield","Guest"
"F14S01E02","F14S01","F14","RuPaul","Main"
"F14S01E02","F14S01","F14","Michelle Visage","Main"
"F14S01E02","F14S01","F14","Alan Carr","Main"
"F14S01E02","F14S01","F14","Graham Norton","Main"
"F14S01E02","F14S01","F14","Maisie Williams","Guest"
"F14S01E03","F14S01","F14","RuPaul","Main"
"F14S01E03","F14S01","F14","Michelle Visage","Main"
"F14S01E03","F14S01","F14","Alan Carr","Main"
"F14S01E03","F14S01","F14","Graham Norton","Main"
"F14S01E03","F14S01","F14","Twiggy","Guest"
"F14S01E04","F14S01","F14","RuPaul","Main"
"F14S01E04","F14S01","F14","Michelle Visage","Main"
"F14S01E04","F14S01","F14","Alan Carr","Main"
"F14S01E04","F14S01","F14","Graham Norton","Main"
"F14S01E04","F14S01","F14","Geri Horner","Guest"
"F14S01E05","F14S01","F14","RuPaul","Main"
"F14S01E05","F14S01","F14","Michelle Visage","Main"
"F14S01E05","F14S01","F14","Alan Carr","Main"
"F14S01E05","F14S01","F14","Graham Norton","Main"
"F14S01E05","F14S01","F14","Jade Thirlwall","Guest"
"F14S01E06","F14S01","F14","RuPaul","Main"
"F14S01E06","F14S01","F14","Michelle Visage","Main"
"F14S01E06","F14S01","F14","Alan Carr","Main"
"F14S01E06","F14S01","F14","Graham Norton","Main"
"F14S01E06","F14S01","F14","Cheryl","Guest"
"F14S01E07","F14S01","F14","RuPaul","Main"
"F14S01E07","F14S01","F14","Michelle Visage","Main"
"F14S01E07","F14S01","F14","Alan Carr","Main"
"F14S01E07","F14S01","F14","Graham Norton","Main"
"F14S01E07","F14S01","F14","Michaela Coel","Guest"
"F14S01E08","F14S01","F14","RuPaul","Main"
"F14S01E08","F14S01","F14","Michelle Visage","Main"
"F14S01E08","F14S01","F14","Alan Carr","Main"
"F14S01E08","F14S01","F14","Graham Norton","Main"
"F14S02E01","F14S02","F14","RuPaul","Main"
"F14S02E01","F14S02","F14","Michelle Visage","Main"
"F14S02E01","F14S02","F14","Alan Carr","Main"
"F14S02E01","F14S02","F14","Graham Norton","Main"
"F14S02E01","F14S02","F14","Elizabeth Hurley","Guest"
"F14S02E02","F14S02","F14","RuPaul","Main"
"F14S02E02","F14S02","F14","Michelle Visage","Main"
"F14S02E02","F14S02","F14","Alan Carr","Main"
"F14S02E02","F14S02","F14","Graham Norton","Main"
"F14S02E02","F14S02","F14","Sheridan Smith","Guest"
"F14S02E03","F14S02","F14","RuPaul","Main"
"F14S02E03","F14S02","F14","Michelle Visage","Main"
"F14S02E03","F14S02","F14","Alan Carr","Main"
"F14S02E03","F14S02","F14","Graham Norton","Main"
"F14S02E03","F14S02","F14","Jourdan Dunn","Guest"
"F14S02E04","F14S02","F14","RuPaul","Main"
"F14S02E04","F14S02","F14","Michelle Visage","Main"
"F14S02E04","F14S02","F14","Alan Carr","Main"
"F14S02E04","F14S02","F14","Graham Norton","Main"
"F14S02E04","F14S02","F14","Lorraine Kelly","Guest"
"F14S02E05","F14S02","F14","RuPaul","Main"
"F14S02E05","F14S02","F14","Michelle Visage","Main"
"F14S02E05","F14S02","F14","Alan Carr","Main"
"F14S02E05","F14S02","F14","Graham Norton","Main"
"F14S02E05","F14S02","F14","MNEK","Guest"
"F14S02E06","F14S02","F14","RuPaul","Main"
"F14S02E06","F14S02","F14","Michelle Visage","Main"
"F14S02E06","F14S02","F14","Alan Carr","Main"
"F14S02E06","F14S02","F14","Graham Norton","Main"
"F14S02E06","F14S02","F14","Jessie Ware","Guest"
"F14S02E07","F14S02","F14","RuPaul","Main"
"F14S02E07","F14S02","F14","Michelle Visage","Main"
"F14S02E07","F14S02","F14","Alan Carr","Main"
"F14S02E07","F14S02","F14","Graham Norton","Main"
"F14S02E07","F14S02","F14","Maya Jama","Guest"
"F14S02E08","F14S02","F14","RuPaul","Main"
"F14S02E08","F14S02","F14","Michelle Visage","Main"
"F14S02E08","F14S02","F14","Alan Carr","Main"
"F14S02E08","F14S02","F14","Graham Norton","Main"
"F14S02E08","F14S02","F14","Dawn French","Guest"
"F14S02E09","F14S02","F14","RuPaul","Main"
"F14S02E09","F14S02","F14","Michelle Visage","Main"
"F14S02E09","F14S02","F14","Alan Carr","Main"
"F14S02E09","F14S02","F14","Graham Norton","Main"
"F14S02E10","F14S02","F14","RuPaul","Main"
"F14S02E10","F14S02","F14","Michelle Visage","Main"
"F14S02E10","F14S02","F14","Alan Carr","Main"
"F14S02E10","F14S02","F14","Graham Norton","Main"
"F14S03E01","F14S03","F14","RuPaul","Main"
"F14S03E01","F14S03","F14","Michelle Visage","Main"
"F14S03E01","F14S03","F14","Alan Carr","Main"
"F14S03E01","F14S03","F14","Graham Norton","Main"
"F14S03E01","F14S03","F14","Matt Lucas","Guest"
"F14S03E02","F14S03","F14","RuPaul","Main"
"F14S03E02","F14S03","F14","Michelle Visage","Main"
"F14S03E02","F14S03","F14","Alan Carr","Main"
"F14S03E02","F14S03","F14","Graham Norton","Main"
"F14S03E02","F14S03","F14","Oti Mabuse","Guest"
"F14S03E03","F14S03","F14","RuPaul","Main"
"F14S03E03","F14S03","F14","Michelle Visage","Main"
"F14S03E03","F14S03","F14","Alan Carr","Main"
"F14S03E03","F14S03","F14","Graham Norton","Main"
"F14S03E03","F14S03","F14","Nicola Coughlan","Guest"
"F14S03E04","F14S03","F14","RuPaul","Main"
"F14S03E04","F14S03","F14","Michelle Visage","Main"
"F14S03E04","F14S03","F14","Alan Carr","Main"
"F14S03E04","F14S03","F14","Graham Norton","Main"
"F14S03E04","F14S03","F14","Emma Bunton","Guest"
"F14S03E05","F14S03","F14","RuPaul","Main"
"F14S03E05","F14S03","F14","Michelle Visage","Main"
"F14S03E05","F14S03","F14","Alan Carr","Main"
"F14S03E05","F14S03","F14","Graham Norton","Main"
"F14S03E05","F14S03","F14","Leigh-Anne Pinnock","Guest"
"F14S03E06","F14S03","F14","RuPaul","Main"
"F14S03E06","F14S03","F14","Michelle Visage","Main"
"F14S03E06","F14S03","F14","Alan Carr","Main"
"F14S03E06","F14S03","F14","Graham Norton","Main"
"F14S03E06","F14S03","F14","Lulu","Guest"
"F14S03E07","F14S03","F14","RuPaul","Main"
"F14S03E07","F14S03","F14","Michelle Visage","Main"
"F14S03E07","F14S03","F14","Alan Carr","Main"
"F14S03E07","F14S03","F14","Graham Norton","Main"
"F14S03E07","F14S03","F14","Alesha Dixon","Guest"
"F14S03E08","F14S03","F14","RuPaul","Main"
"F14S03E08","F14S03","F14","Michelle Visage","Main"
"F14S03E08","F14S03","F14","Alan Carr","Main"
"F14S03E08","F14S03","F14","Graham Norton","Main"
"F14S03E08","F14S03","F14","Russell Tovey","Guest"
"F14S03E09","F14S03","F14","RuPaul","Main"
"F14S03E09","F14S03","F14","Michelle Visage","Main"
"F14S03E09","F14S03","F14","Alan Carr","Main"
"F14S03E09","F14S03","F14","Graham Norton","Main"
"F14S03E09","F14S03","F14","Kathy Burke","Guest"
"F14S03E10","F14S03","F14","RuPaul","Main"
"F14S03E10","F14S03","F14","Michelle Visage","Main"
"F14S03E10","F14S03","F14","Alan Carr","Main"
"F14S03E10","F14S03","F14","Graham Norton","Main"
"F15S01E01","F15S01","F15","Brooke Lynn Hytes","Main"
"F15S01E01","F15S01","F15","Jeffrey Bowyer-Chapman","Main"
"F15S01E01","F15S01","F15","Stacey McKenzie","Main"
"F15S01E02","F15S01","F15","Brooke Lynn Hytes","Main"
"F15S01E02","F15S01","F15","Jeffrey Bowyer-Chapman","Main"
"F15S01E02","F15S01","F15","Stacey McKenzie","Main"
"F15S01E03","F15S01","F15","Brooke Lynn Hytes","Main"
"F15S01E03","F15S01","F15","Jeffrey Bowyer-Chapman","Main"
"F15S01E03","F15S01","F15","Stacey McKenzie","Main"
"F15S01E04","F15S01","F15","Brooke Lynn Hytes","Main"
"F15S01E04","F15S01","F15","Jeffrey Bowyer-Chapman","Main"
"F15S01E04","F15S01","F15","Stacey McKenzie","Main"
"F15S01E05","F15S01","F15","Brooke Lynn Hytes","Main"
"F15S01E05","F15S01","F15","Jeffrey Bowyer-Chapman","Main"
"F15S01E05","F15S01","F15","Stacey McKenzie","Main"
"F15S01E06","F15S01","F15","Brooke Lynn Hytes","Main"
"F15S01E06","F15S01","F15","Jeffrey Bowyer-Chapman","Main"
"F15S01E06","F15S01","F15","Stacey McKenzie","Main"
"F15S01E07","F15S01","F15","Brooke Lynn Hytes","Main"
"F15S01E07","F15S01","F15","Jeffrey Bowyer-Chapman","Main"
"F15S01E07","F15S01","F15","Stacey McKenzie","Main"
"F15S01E08","F15S01","F15","Brooke Lynn Hytes","Main"
"F15S01E08","F15S01","F15","Jeffrey Bowyer-Chapman","Main"
"F15S01E08","F15S01","F15","Stacey McKenzie","Main"
"F15S01E09","F15S01","F15","Brooke Lynn Hytes","Main"
"F15S01E09","F15S01","F15","Jeffrey Bowyer-Chapman","Main"
"F15S01E09","F15S01","F15","Stacey McKenzie","Main"
"F15S01E10","F15S01","F15","Brooke Lynn Hytes","Main"
"F15S01E10","F15S01","F15","Jeffrey Bowyer-Chapman","Main"
"F15S01E10","F15S01","F15","Stacey McKenzie","Main"
"F15S02E01","F15S02","F15","Brooke Lynn Hytes","Main"
"F15S02E01","F15S02","F15","Traci Melchor","Main"
"F15S02E01","F15S02","F15","Amanda Brugel","Main"
"F15S02E01","F15S02","F15","Brad Goreski","Main"
"F15S02E01","F15S02","F15","Caitlin Cronenberg","Guest"
"F15S02E02","F15S02","F15","Brooke Lynn Hytes","Main"
"F15S02E02","F15S02","F15","Traci Melchor","Main"
"F15S02E02","F15S02","F15","Amanda Brugel","Main"
"F15S02E02","F15S02","F15","Brad Goreski","Main"
"F15S02E02","F15S02","F15","Hollywood Jade","Guest"
"F15S02E03","F15S02","F15","Brooke Lynn Hytes","Main"
"F15S02E03","F15S02","F15","Traci Melchor","Main"
"F15S02E03","F15S02","F15","Amanda Brugel","Main"
"F15S02E03","F15S02","F15","Brad Goreski","Main"
"F15S02E03","F15S02","F15","Fefe Dobson","Guest"
"F15S02E04","F15S02","F15","Brooke Lynn Hytes","Main"
"F15S02E04","F15S02","F15","Traci Melchor","Main"
"F15S02E04","F15S02","F15","Amanda Brugel","Main"
"F15S02E04","F15S02","F15","Brad Goreski","Main"
"F15S02E04","F15S02","F15","Connor Jessup","Guest"
"F15S02E05","F15S02","F15","Brooke Lynn Hytes","Main"
"F15S02E05","F15S02","F15","Traci Melchor","Main"
"F15S02E05","F15S02","F15","Amanda Brugel","Main"
"F15S02E05","F15S02","F15","Brad Goreski","Main"
"F15S02E05","F15S02","F15","Bif Naked","Guest"
"F15S02E06","F15S02","F15","Brooke Lynn Hytes","Main"
"F15S02E06","F15S02","F15","Traci Melchor","Main"
"F15S02E06","F15S02","F15","Amanda Brugel","Main"
"F15S02E06","F15S02","F15","Brad Goreski","Main"
"F15S02E06","F15S02","F15","Gigi Gorgeous","Guest"
"F15S02E07","F15S02","F15","Brooke Lynn Hytes","Main"
"F15S02E07","F15S02","F15","Traci Melchor","Main"
"F15S02E07","F15S02","F15","Amanda Brugel","Main"
"F15S02E07","F15S02","F15","Brad Goreski","Main"
"F15S02E07","F15S02","F15","Emma Hunter","Guest"
"F15S02E08","F15S02","F15","Brooke Lynn Hytes","Main"
"F15S02E08","F15S02","F15","Traci Melchor","Main"
"F15S02E08","F15S02","F15","Amanda Brugel","Main"
"F15S02E08","F15S02","F15","Brad Goreski","Main"
"F15S02E08","F15S02","F15","Mitsou","Guest"
"F15S02E09","F15S02","F15","Brooke Lynn Hytes","Main"
"F15S02E09","F15S02","F15","Traci Melchor","Main"
"F15S02E09","F15S02","F15","Amanda Brugel","Main"
"F15S02E09","F15S02","F15","Brad Goreski","Main"
"F15S02E10","F15S02","F15","Brooke Lynn Hytes","Main"
"F15S02E10","F15S02","F15","Traci Melchor","Main"
"F15S02E10","F15S02","F15","Amanda Brugel","Main"
"F15S02E10","F15S02","F15","Brad Goreski","Main"
"F16S01E01","F16S01","F16","Fred van Leer","Main"
"F16S01E01","F16S01","F16","Nikkie Plessen","Main"
"F16S01E02","F16S01","F16","Fred van Leer","Main"
"F16S01E02","F16S01","F16","Nikkie Plessen","Main"
"F16S01E02","F16S01","F16","Nikkie de Jager","Guest"
"F16S01E03","F16S01","F16","Fred van Leer","Main"
"F16S01E03","F16S01","F16","Nikkie Plessen","Main"
"F16S01E03","F16S01","F16","Rick Paul van Mulligen","Guest"
"F16S01E04","F16S01","F16","Fred van Leer","Main"
"F16S01E04","F16S01","F16","Nikkie Plessen","Main"
"F16S01E04","F16S01","F16","Amber Vineyard","Guest"
"F16S01E05","F16S01","F16","Fred van Leer","Main"
"F16S01E05","F16S01","F16","Nikkie Plessen","Main"
"F16S01E05","F16S01","F16","Carlo Boszhard","Guest"
"F16S01E05","F16S01","F16","Ruth Jacott","Guest"
"F16S01E06","F16S01","F16","Fred van Leer","Main"
"F16S01E06","F16S01","F16","Nikkie Plessen","Main"
"F16S01E06","F16S01","F16","Ryanne van Dorst","Guest"
"F16S01E06","F16S01","F16","Loiza Lamers","Guest"
"F16S01E07","F16S01","F16","Fred van Leer","Main"
"F16S01E07","F16S01","F16","Nikkie Plessen","Main"
"F16S01E07","F16S01","F16","Edsilia Rombley","Guest"
"F16S01E08","F16S01","F16","Fred van Leer","Main"
"F16S01E08","F16S01","F16","Nikkie Plessen","Main"
"F16S01E08","F16S01","F16","Nikkie de Jager","Guest"
"F16S02E01","F16S02","F16","Fred van Leer","Main"
"F16S02E01","F16S02","F16","Marieke Samallo","Main"
"F16S02E01","F16S02","F16","Elise Schaap","Guest"
"F16S02E02","F16S02","F16","Fred van Leer","Main"
"F16S02E02","F16S02","F16","Marieke Samallo","Main"
"F16S02E02","F16S02","F16","Soundos El Ahmadi","Guest"
"F16S02E03","F16S02","F16","Fred van Leer","Main"
"F16S02E03","F16S02","F16","Marieke Samallo","Main"
"F16S02E03","F16S02","F16","Buddy Vedder","Guest"
"F16S02E04","F16S02","F16","Fred van Leer","Main"
"F16S02E04","F16S02","F16","Marieke Samallo","Main"
"F16S02E04","F16S02","F16","Freek Bartels","Guest"
"F16S02E05","F16S02","F16","Fred van Leer","Main"
"F16S02E05","F16S02","F16","Marieke Samallo","Main"
"F16S02E05","F16S02","F16","Alex Klaasen","Guest"
"F16S02E06","F16S02","F16","Fred van Leer","Main"
"F16S02E06","F16S02","F16","Marieke Samallo","Main"
"F16S02E06","F16S02","F16","Merol","Guest"
"F16S02E07","F16S02","F16","Fred van Leer","Main"
"F16S02E07","F16S02","F16","Marieke Samallo","Main"
"F16S02E07","F16S02","F16","Glennis Grace","Guest"
"F16S02E07","F16S02","F16","Tina de Bruin","Guest"
"F16S02E08","F16S02","F16","Fred van Leer","Main"
"F16S02E08","F16S02","F16","Marieke Samallo","Main"
"F16S02E08","F16S02","F16","Envy Peru","Guest"
"F17S01E01","F17S01","F17","RuPaul","Main"
"F17S01E01","F17S01","F17","Michelle Visage","Main"
"F17S01E01","F17S01","F17","Rhys Nicholson","Main"
"F17S01E02","F17S01","F17","RuPaul","Main"
"F17S01E02","F17S01","F17","Michelle Visage","Main"
"F17S01E02","F17S01","F17","Rhys Nicholson","Main"
"F17S01E03","F17S01","F17","RuPaul","Main"
"F17S01E03","F17S01","F17","Michelle Visage","Main"
"F17S01E03","F17S01","F17","Rhys Nicholson","Main"
"F17S01E04","F17S01","F17","RuPaul","Main"
"F17S01E04","F17S01","F17","Michelle Visage","Main"
"F17S01E04","F17S01","F17","Rhys Nicholson","Main"
